ortholog	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	outgroup percentage	HGT or not
OG12690	yHMPu5000034881_Torulaspora_pretoriensis@Seq_4615	EXK80953.1-1089458-Fusarium_oxysporu-Sordariomy	1089458	3e-07	WP_014069040.1-547-Enterobacter-Proteobact	547	4e-97	206.94497629701235	97.3333333333333	Yes
OG11440	yHMPu5000034881_Torulaspora_pretoriensis@Seq_1094	KEQ59045.1-1043003-Aureobasidium_mel-Dothideomy	1043003	1e-07	WP_057736559.1-303240-Lactobacillus_uva-Firmicute	303240	6e-59	117.94266536646232	99.3333333333333	Yes
OG12690	yHMPu5000034881_Torulaspora_pretoriensis@Seq_3925	EXK80953.1-1089458-Fusarium_oxysporu-Sordariomy	1089458	3e-07	WP_032912254.1-29484-Yersinia_frederik-Proteobact	29484	3e-117	253.28436022934505	98.0	Yes
OG7096	yHMPu5000034881_Torulaspora_pretoriensis@Seq_5519	GAN06862.1-91626-Mucor_ambiguus-other_Fung	91626	4e-33	SDN97784.1-702115-Pseudomonas_arsen-Proteobact	702115	7e-61	63.91276681589787	92.0	Yes
OG18883	yHMPu5000034881_Torulaspora_pretoriensis@Seq_727	KDQ05766.1-930990-Botryobasidium_bo-Basidiomyc	930990	2e-19	WP_008867007.1-487797-Flavobacteria_bac-BacteroCh	487797	4e-53	77.59474598123761	94.7368421052632	Yes
OG11993	yHMPu5000034881_Torulaspora_pretoriensis@Seq_4590	KGQ13902.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-49	WP_061074801.1-35703-Citrobacter_amalo-Proteobact	35703	1e-85	83.5862105283456	98.6666666666667	Yes
OG11346	yHMPu5000034881_Torulaspora_pretoriensis@Seq_2141	KGQ13157.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-44	WP_047902687.1-60550-Burkholderia_pyrr-Proteobact	60550	3e-162	271.7050409732974	100.0	Yes
OG138612	Dekkera_bruxellensis@Seq_5393	na	na	1	CFN76350.1-520-Bordetella_pertus-Proteobact	520	3e-48	109.42547217504608	100.0	Yes
OG51712	Dekkera_bruxellensis@Seq_3130	CDL73404.1-1318460-Fusarium_sp_FIESC-Sordariomy	1318460	4e-24	EAV43677.1-384765-Stappia_aggregata-Proteobact	384765	9e-82	132.73900517743832	92.3076923076923	Yes
OG140968	Dekkera_bruxellensis@Seq_1472	na	na	1	CPO01337.1-520-Bordetella_pertus-Proteobact	520	4e-22	49.270577684749114	100.0	Yes
OG104197	Dekkera_bruxellensis@Seq_2669	na	na	1	EKE16659.1-77133-uncultured_bacter-other_Bact	77133	3e-39	88.70220633809967	90.9090909090909	Yes
OG11332	Dekkera_bruxellensis@Seq_49	EXK77233.1-1089458-Fusarium_oxysporu-Sordariomy	1089458	1e-46	CDG39468.1-1382230-Asaia_platycodi_S-Proteobact	1382230	4e-153	244.990310589243	100.0	Yes
OG1653	Metschnikowia_continentalis@Seq_4950	EXX59444.1-1432141-Rhizophagus_irreg-other_Fung	1432141	4e-48	XP_001322356.1-412133-Trichomonas_vagin-Parabasal	412133	1e-72	56.648336592976975	91.6666666666667	Yes
OG3397	Metschnikowia_continentalis@Seq_969	KFY86360.1-1420913-Pseudogymnoascus_-Leotiomyce	1420913	2e-53	XP_002647925.1-6238-Caenorhabditis_br-Metazoa	6238	2e-83	69.07755278982137	96.3333333333333	Yes
OG4287	Metschnikowia_continentalis@Seq_1917	CCD53698.1-999810-Botrytis_cinerea_-Leotiomyce	999810	2e-33	XP_001632557.1-45351-Nematostella_vect-Metazoa	45351	7e-95	141.50751279713546	93.4523809523809	Yes
OG2102	Metschnikowia_continentalis@Seq_1410	XP_001942464.1-426418-Pyrenophora_triti-Dothideom	426418	5e-06	XP_018431463.1-125878-Nanorana_parkeri-Metazoa	125878	2e-31	58.4809180567253	100.0	Yes
OG9872	yHMPu5000026142_Citeromyces_matritensis@Seq_7831	OAJ03427.1-43049-Tilletia_indica-Basidiomyc	43049	4e-23	XP_015576571.1-3988-Ricinus_communis-Streptophy	3988	2e-44	49.04743413343491	99.6666666666667	Yes
OG47747	yHMPu5000026142_Citeromyces_matritensis@Seq_365	OAJ28111.1-13291-Tilletia_controve-Basidiomyc	13291	4e-43	XP_015576571.1-3988-Ricinus_communis-Streptophy	3988	4e-100	131.24735030066063	100.0	Yes
OG11392	yHMPu5000035641_Yamadazyma_scolyti@Seq_3179	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	6e-27	WP_039784607.1-863372-Herbaspirillum_hu-Proteobac	863372	5e-91	147.54776750841287	91.0	Yes
OG9976	yHMPu5000035641_Yamadazyma_scolyti@Seq_4381	ESA04096.1-747089-Rhizophagus_irreg-other_Fung	747089	3e-28	SEQ89438.1-137733-Granulicatella_ba-Firmicutes	137733	3e-64	82.89306334778564	92.6666666666667	Yes
OG36952	yHMPu5000035641_Yamadazyma_scolyti@Seq_1235	XP_018760718.1-334819-Fusarium_verticil-Sordariom	334819	5e-23	KFF09163.1-421531-Chryseobacterium_-BacteroChl	421531	3e-76	122.54783555245041	99.6666666666667	Yes
OG37802	Lachancea_thermotolerans@Seq_3214	XP_006683240.1-684364-Batrachochytrium_-other_Fun	684364	8e-54	WP_064671498.1-1423-Bacillus_subtilis-Firmicutes	1423	1e-75	50.433728494554785	94.0	Yes
OG7775	Lachancea_thermotolerans@Seq_3942	XP_019008244.1-1296096-Kwoniella_pini_CB-Basidiom	1296096	1e-52	WP_061322329.1-61652-Serratia_rubidaea-Proteobact	61652	6e-164	256.0977709461051	99.3333333333333	Yes
OG13310	Lachancea_thermotolerans@Seq_40	XP_016605618.1-645134-Spizellomyces_pun-other_Fun	645134	3e-73	OAG73142.1-376620-Gluconobacter_jap-Proteobact	376620	2e-121	110.92954957182235	96.0	Yes
OG11668	Lachancea_thermotolerans@Seq_960	KGQ14046.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-44	CCT58631.1-1266844-Acetobacter_paste-Proteobact	1266844	9e-94	112.93203007236605	93.3333333333333	Yes
OG61380	Lachancea_thermotolerans@Seq_460	XP_006683240.1-684364-Batrachochytrium_-other_Fun	684364	3e-58	KJJ42133.1-1423-Bacillus_subtilis-Firmicutes	1423	2e-80	51.06233715397718	94.0	Yes
OG15136	Lachancea_thermotolerans@Seq_3306	XP_015405108.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	3e-10	WP_072572470.1-364410-Granulibacter_bet-Proteobac	364410	8e-178	385.8534663699879	96.2199312714777	Yes
OG5438	Lachancea_thermotolerans@Seq_14	KGQ11298.1-1245745-Beauveria_bassian-Sordariomy	1245745	8e-170	WP_013576388.1-741091-Rahnella_sp_Y9602-Proteobac	741091	0.0	71.15699433150121	90.0	Yes
OG4186	yHMPu5000026256_Zygotorulaspora_mrakii@Seq_1734	EXX63563.1-1432141-Rhizophagus_irreg-other_Fung	1432141	1e-52	WP_043379513.1-1449057-Methylobacterium_-Proteoba	1449057	1e-88	82.89306334778566	99.6666666666667	Yes
OG62745	Nakaseomyces_delphensis@Seq_388	XP_018004847.1-1664694-Phialophora_attae-Eurotiom	1664694	5e-06	XP_016766549.1-7460-Apis_mellifera-Metazoa	7460	7e-34	64.13591036721206	97.0	Yes
OG4186	Nakaseomyces_delphensis@Seq_324	KGQ02237.1-1245745-Beauveria_bassian-Sordariomy	1245745	9e-45	WP_073091264.1-388280-Cyclobacterium_li-BacteroCh	388280	3e-90	104.71494147340016	97.6666666666667	Yes
OG11668	Saccharomyces_paradoxus@Seq_2115	KGQ14046.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-44	SEN75785.1-1166340-Sphingomonas_sp_S-Proteobact	1166340	1e-94	115.12925464970229	92.6666666666667	Yes
OG11392	Saccharomyces_paradoxus@Seq_3458	XP_009218438.1-644352-Gaeumannomyces_gr-Sordariom	644352	1e-30	WP_065832449.1-317-Pseudomonas_syrin-Proteobact	317	1e-130	230.25850929940458	93.6666666666667	Yes
OG5438	Saccharomyces_paradoxus@Seq_2444	KGQ11298.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-161	WP_072015503.1-1542468-Enterobacter_sp_U-Proteoba	1542468	0.0	90.49396580732775	90.0	Yes
OG10116	Saccharomyces_paradoxus@Seq_3159	XP_018074195.1-149040-Phialocephala_sco-Leotiomyc	149040	2e-86	EKQ56069.1-1196322-Clostridium_sp_Ma-Firmicutes	1196322	4e-152	151.2774689570471	97.6666666666667	Yes
OG14930	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_2450	XP_018135132.1-342668-Pseudogymnoascus_-Leotiomyc	342668	3e-23	WP_073291249.1-1302687-Chryseobacterium_-BacteroC	1302687	1e-76	123.13562221735253	98.0	Yes
OG14930	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_4972	GAQ05302.1-293939-Aspergillus_lentu-Eurotiomyc	293939	1e-15	WP_073291249.1-1302687-Chryseobacterium_-BacteroC	1302687	3e-49	77.18928087312945	92.3333333333333	Yes
OG14930	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_2888	KFY94731.1-1420913-Pseudogymnoascus_-Leotiomyce	1420913	2e-15	WP_054511701.1-1705393-Chryseobacterium_-BacteroC	1705393	2e-67	119.73442483569039	98.6666666666667	Yes
OG11023	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_3936	na	na	1	XP_017520090.1-9974-Manis_javanica-Metazoa	9974	6e-42	94.91681443652186	98.0	Yes
OG14930	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_1898	XP_018139308.1-1380566-Pochonia_chlamydo-Sordario	1380566	2e-13	WP_073291249.1-1302687-Chryseobacterium_-BacteroC	1302687	4e-48	79.89733107423166	94.6666666666667	Yes
OG47246	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_726	na	na	1	AGW51759.1-340016-uncultured_virus-Viruses	340016	1e-36	82.89306334778564	98.9583333333333	Yes
OG26648	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_5566	na	na	1	YP_271922.1-296210-Penicillium_stolo-Viruses	296210	8e-118	269.62559943161756	96.7741935483871	Yes
OG17317	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_5022	na	na	1	KPJ60902.1-1703781-Latescibacteria_b-other_Bact	1703781	8e-30	66.99811124814154	100.0	Yes
OG14930	yHMPu5000034654_Aciculoconidium_aculeatum@Seq_5586	KFY94731.1-1420913-Pseudogymnoascus_-Leotiomyce	1420913	4e-18	WP_073291249.1-1302687-Chryseobacterium_-BacteroC	1302687	2e-74	129.6379123882265	98.6666666666667	Yes
OG4739	yHMPu5000034999_Cephaloascus_fragrans@Seq_434	XP_019020812.1-698492-Saitoella_complic-Taphrinom	698492	2e-70	WP_006902556.1-85007-Corynebacteriales-Actinobact	85007	6e-129	134.7539081979806	92.0	Yes
OG15155	yHMPu5000035645_Yarrowia_divulgata@Seq_5712	KIM98475.1-913774-Oidiodendron_maiu-Leotiomyce	913774	2e-26	SEW42675.1-29529-Chitinophaga_arve-BacteroChl	29529	2e-46	46.051701859880914	99.0	Yes
OG16459	yHMPu5000035645_Yarrowia_divulgata@Seq_3734	KXS09069.1-1344416-Gonapodya_prolife-other_Fung	1344416	2e-33	EJM60641.1-1144330-Pseudomonas_sp_GM-Proteobact	1144330	1e-75	97.40172108630986	97.3333333333333	Yes
OG17223	yHMPu5000035645_Yarrowia_divulgata@Seq_6239	XP_007719791.1-1182541-Capronia_coronata-Eurotiom	1182541	3e-18	WP_053238459.1-927083-Sandaracinus_amyl-Proteobac	927083	9e-110	210.7392162667841	98.3333333333333	Yes
OG46076	yHMPu5000035645_Yarrowia_divulgata@Seq_6060	KXS15546.1-1344416-Gonapodya_prolife-other_Fung	1344416	1e-33	WP_060540950.1-1736221-Pseudomonas_sp_Le-Proteoba	1736221	1e-71	87.49823353377374	97.3333333333333	Yes
OG11375	yHMPu5000035645_Yarrowia_divulgata@Seq_1561	KGQ13772.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-14	WP_003442835.1-286-Pseudomonas-Proteobact	286	9e-42	62.27515802649706	98.0	Yes
OG15083	yHMPu5000035645_Yarrowia_divulgata@Seq_2455	EKD03224.1-1220162-Trichosporon_asah-Basidiomyc	1220162	1e-19	SEM55528.1-1623-Lactobacillus_rum-Firmicutes	1623	4e-72	120.65071556756452	98.3333333333333	Yes
OG20300	yHMPu5000035645_Yarrowia_divulgata@Seq_5312	na	na	1	OFW26949.1-1797182-Acidobacteria_bac-other_Bact	1797182	5e-72	164.1766887831372	98.0	Yes
OG8372	yHMPu5000035645_Yarrowia_divulgata@Seq_3772	XP_016601865.1-27334-Penicillium_expan-Eurotiomyc	27334	2e-74	WP_049583941.1-287-Pseudomonas_aerug-Proteobact	287	9e-125	115.92776234592006	98.0	Yes
OG22389	yHMPu5000035645_Yarrowia_divulgata@Seq_5939	XP_016601865.1-27334-Penicillium_expan-Eurotiomyc	27334	2e-67	WP_009136995.1-626933-Odoribacter_laneu-BacteroCh	626933	3e-105	87.09276842566555	95.6666666666667	Yes
OG33573	yHMPu5000035645_Yarrowia_divulgata@Seq_3343	XP_007778311.1-1168221-Coniosporium_apol-Eurotiom	1168221	4e-13	WP_064818220.1-396-Rhizobium_phaseol-Proteobact	396	2e-69	129.63791238822648	99.0	Yes
OG5769	yHMPu5000034893_Ogataea_philodendra@Seq_3012	KLO05689.1-27342-Schizopora_parado-Basidiomyc	27342	7e-77	WP_010668792.1-435-Acetobacter_aceti-Proteobact	435	0.0	285.163876587323	97.6666666666667	Yes
OG33245	yHMPu5000034893_Ogataea_philodendra@Seq_3090	KGQ11077.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-11	WP_036566703.1-571254-Ochrobactrum_rhiz-Proteobac	571254	9e-52	93.30737652408777	99.6666666666667	Yes
OG94085	Ambrosiozyma_monospora@Seq_4304	KYK56441.1-98403-Drechmeria_conios-Sordariomy	98403	9e-07	CUQ07007.1-292800-Flavonifractor_pl-Firmicutes	292800	5e-30	53.54724380376516	100.0	Yes
OG12019	Ambrosiozyma_monospora@Seq_674	GAA89911.1-1033177-Aspergillus_kawac-Eurotiomyc	1033177	4e-15	SFZ78151.1-1121279-Chitinimonas_taiw-Proteobact	1121279	4e-60	103.61632918473205	97.0	Yes
OG37247	Ambrosiozyma_monospora@Seq_5947	XP_019023027.1-698492-Saitoella_complic-Taphrinom	698492	1e-14	WP_047238705.1-251747-Chromobacterium_s-Proteobac	251747	6e-37	51.167697669635	91.6666666666667	Yes
OG103222	Ambrosiozyma_monospora@Seq_7537	KIK81351.1-930991-Paxillus_rubicund-Basidiomyc	930991	3e-14	WP_048255836.1-554-Pectobacterium_ca-Proteobact	554	2e-46	74.08818808391763	97.3333333333333	Yes
OG120513	Ambrosiozyma_monospora@Seq_3825	KJZ68584.1-1043627-Hirsutella_minnes-Sordariomy	1043627	6e-04	XP_015358149.1-9994-Marmota_marmota_m-Metazoa	9994	9e-32	64.06691749572511	92.8571428571429	Yes
OG199518	Ambrosiozyma_monospora@Seq_4957	XP_007363331.1-732165-Dichomitus_squale-Basidiomy	732165	3e-06	XP_015358149.1-9994-Marmota_marmota_m-Metazoa	9994	1e-38	74.78133526447758	97.8260869565217	Yes
OG14011	yHMPu5000041840_Candida_wancherniae@Seq_4239	XP_003335693.1-418459-Puccinia_graminis-Basidiomy	418459	7e-13	OCA19940.1-8364-Xenopus_tropicali-Metazoa	8364	4e-34	48.913902740810386	96.8085106382979	Yes
OG8322	Candida_homilentoma@Seq_1913	XP_018698628.1-1367422-Fonsecaea_erecta-Eurotiomy	1367422	7e-110	WP_004964504.1-618-Serratia_odorifer-Proteobact	618	1e-145	82.5363884038469	92.0	Yes
OG16187	Yarrowia_lipolytica@Seq_3846	XP_007585975.1-1287680-Neofusicoccum_par-Dothideo	1287680	2e-11	KFD48130.1-68888-Trichuris_suis-Metazoa	68888	8e-85	169.0050025204395	99.0	Yes
OG16459	Yarrowia_lipolytica@Seq_4802	KXS09069.1-1344416-Gonapodya_prolife-other_Fung	1344416	4e-36	WP_007955709.1-1144327-Pseudomonas_sp_GM-Proteoba	1144327	2e-78	97.40172108630986	97.6666666666667	Yes
OG15083	Yarrowia_lipolytica@Seq_2736	EKD03224.1-1220162-Trichosporon_asah-Basidiomyc	1220162	4e-21	WP_057895166.1-943673-Lactobacillus_bra-Firmicute	943673	7e-71	114.56963886176686	98.6666666666667	Yes
OG11440	Yarrowia_lipolytica@Seq_5889	KXN65394.1-796925-Conidiobolus_coro-other_Fung	796925	4e-05	WP_071413971.1-505697-Bacillus_sp_ES3-Firmicutes	505697	3e-44	90.08850069921955	99.0	Yes
OG20267	Yarrowia_lipolytica@Seq_3196	KXS12322.1-1344416-Gonapodya_prolife-other_Fung	1344416	7e-51	WP_043622367.1-686831-Chromobacterium_p-Proteobac	686831	7e-102	117.43183974269634	98.3333333333333	Yes
OG9081	Yarrowia_lipolytica@Seq_2721	XP_013330310.1-1408163-Rasamsonia_emerso-Eurotiom	1408163	1e-82	SEC46999.1-77298-Pseudomonas_jesse-Proteobact	77298	3e-107	56.46601503618302	98.3333333333333	Yes
OG11375	Yarrowia_lipolytica@Seq_3306	KGQ13772.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-15	WP_003442835.1-286-Pseudomonas-Proteobact	286	1e-39	55.95518941241704	98.6666666666667	Yes
OG22389	Yarrowia_lipolytica@Seq_3248	XP_016601865.1-27334-Penicillium_expan-Eurotiomyc	27334	5e-63	WP_009136995.1-626933-Odoribacter_laneu-BacteroCh	626933	1e-103	93.71284163219593	96.0	Yes
OG20300	Yarrowia_lipolytica@Seq_4148	na	na	1	OFW26949.1-1797182-Acidobacteria_bac-other_Bact	1797182	2e-73	167.3955646080054	98.3333333333333	Yes
OG33573	Yarrowia_lipolytica@Seq_1344	XP_007778311.1-1168221-Coniosporium_apol-Eurotiom	1168221	3e-12	WP_064818220.1-396-Rhizobium_phaseol-Proteobact	396	3e-67	126.6421801146725	99.3333333333333	Yes
OG188349	Yarrowia_lipolytica@Seq_3485	na	na	1	EPY30023.1-59799-Angomonas_deanei-Euglenozoa	59799	2e-22	49.96372486530906	100.0	Yes
OG8372	Yarrowia_lipolytica@Seq_2581	GAQ06456.1-293939-Aspergillus_lentu-Eurotiomyc	293939	1e-67	WP_004808356.1-1144672-Acinetobacter_sp_-Proteoba	1144672	2e-149	188.11883044495178	99.6666666666667	Yes
OG12303	Yarrowia_lipolytica@Seq_6002	KXS09690.1-1344416-Gonapodya_prolife-other_Fung	1344416	1e-94	WP_055895663.1-1736496-Leifsonia_sp_Root-Actinoba	1736496	1e-178	193.41714781149983	99.0	Yes
OG17223	Yarrowia_lipolytica@Seq_3997	XP_007719791.1-1182541-Capronia_coronata-Eurotiom	1182541	6e-19	WP_053238459.1-927083-Sandaracinus_amyl-Proteobac	927083	2e-108	206.02868556513818	98.6666666666667	Yes
OG41550	Yarrowia_lipolytica@Seq_1103	XP_016601865.1-27334-Penicillium_expan-Eurotiomyc	27334	2e-56	WP_014233828.1-1116375-Vibrio_sp_EJY3-Proteobact	1116375	1e-96	92.79655090032176	96.0	Yes
OG8372	Yarrowia_lipolytica@Seq_6145	XP_003042531.1-660122-Nectria_haematoco-Sordariom	660122	3e-73	WP_049583941.1-287-Pseudomonas_aerug-Proteobact	287	3e-123	115.12925464970232	98.0	Yes
OG4895	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_3421	NP_001018772.1-284812-Schizosaccharomyc-Taphrinom	284812	3e-72	WP_009770723.1-311230-Paraburkholderia_-Proteobac	311230	7e-118	105.07161641733887	93.0	Yes
OG15082	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_4581	CZT50753.1-38038-Rhynchosporium_se-Leotiomyce	38038	1e-05	WP_029603567.1-153496-Kozakia_baliensis-Proteobac	153496	1e-30	57.56462732485114	94.0298507462687	Yes
OG6206	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_4428	KEQ65953.1-1043003-Aureobasidium_mel-Dothideomy	1043003	8e-174	WP_015855157.1-69223-Dickeya_paradisia-Proteobact	69223	0.0	61.946653959525065	92.0	Yes
OG11668	yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_3050	KGQ14046.1-1245745-Beauveria_bassian-Sordariomy	1245745	6e-44	WP_038506029.1-438-Acetobacter_paste-Proteobact	438	2e-92	111.6226967523823	93.3333333333333	Yes
OG22344	yHMPu5000035301_Pichia_terricola@Seq_4133	KGQ13902.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-07	WP_056982880.1-33962-Lactobacillus_kef-Firmicutes	33962	2e-38	70.68699070225547	97.3333333333333	Yes
OG142510	yHMPu5000035301_Pichia_terricola@Seq_4329	na	na	1	XP_014380597.1-38654-Alligator_sinensi-Metazoa	38654	1e-34	78.28789316179756	100.0	Yes
OG13944	yHMPu5000035243_Zygoascus_meyerae@Seq_1197	XP_016257579.1-215243-Exophiala_oligosp-Eurotiomy	215243	1e-32	KES18011.1-1445513-Gilliamella_apico-Proteobact	1445513	0.0	386.83429562299966	98.6666666666667	Yes
OG11222	yHMPu5000035243_Zygoascus_meyerae@Seq_1299	XP_018136130.1-1380566-Pochonia_chlamydo-Sordario	1380566	3e-54	WP_009099866.1-595460-Rhodopirellula_sp-Planctomy	595460	3e-130	174.99646706754748	95.6666666666667	Yes
OG26536	yHMPu5000035243_Zygoascus_meyerae@Seq_4768	XP_018035675.1-1460663-Paraphaeosphaeria-Dothideo	1460663	6e-14	WP_064544171.1-73098-Kluyvera_georgian-Proteobact	73098	3e-132	272.39818815385735	99.0	Yes
OG11748	yHMPu5000035243_Zygoascus_meyerae@Seq_1466	na	na	1	WP_040006850.1-663275-Fibrisoma_limi-BacteroChl	663275	7e-97	221.40484387136712	96.0	Yes
OG5576	yHMPu5000035243_Zygoascus_meyerae@Seq_1072	KXN67142.1-796925-Conidiobolus_coro-other_Fung	796925	7e-98	WP_063960058.1-222-Achromobacter-Proteobact	222	4e-148	115.68887043763772	92.6666666666667	Yes
OG9465	yHMPu5000035243_Zygoascus_meyerae@Seq_3956	EEB87846.1-554373-Moniliophthora_pe-Basidiomyc	554373	2e-09	WP_051311422.1-202772-Zooshikella_gangh-Proteobac	202772	2e-97	202.62748818347603	92.3333333333333	Yes
OG7912	yHMPu5000035243_Zygoascus_meyerae@Seq_971	OJJ42843.1-1073090-Aspergillus_zonat-Eurotiomyc	1073090	1e-10	WP_040723684.1-132249-Nocardia_veterana-Actinobac	132249	4e-31	46.96799259175506	90.0	Yes
OG17792	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2421	OJJ46133.1-1073090-Aspergillus_zonat-Eurotiomyc	1073090	5e-13	EGV97276.1-10029-Cricetulus_griseu-Metazoa	10029	1e-61	112.1335223761483	95.4022988505747	Yes
OG8372	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_3040	OJJ01922.1-1036611-Aspergillus_versi-Eurotiomyc	1036611	2e-124	WP_000680609.1-562-Escherichia_coli-Proteobact	562	3e-171	107.81603426261199	99.6666666666667	Yes
OG11748	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_3163	na	na	1	SFC11133.1-662367-Spirosoma_endophy-BacteroChl	662367	1e-98	225.65333911341648	96.3333333333333	Yes
OG11440	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_1740	CBQ72266.1-999809-Sporisorium_reili-Basidiomyc	999809	3e-06	WP_066699301.1-1423959-Chryseobacterium_-BacteroC	1423959	1e-51	104.71494147340016	98.6666666666667	Yes
OG8372	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_3453	KKP03290.1-5544-Trichoderma_harzi-Sordariomy	5544	2e-112	WP_000680609.1-562-Escherichia_coli-Proteobact	562	2e-163	117.4318397426963	99.6666666666667	Yes
OG11377	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_4553	XP_013021850.1-653667-Schizosaccharomyc-Taphrinom	653667	3e-79	WP_072979754.1-573501-Leeuwenhoekiella_-BacteroCh	573501	2e-109	69.48301789792956	98.6666666666667	Yes
OG17015	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_4186	XP_006683555.1-684364-Batrachochytrium_-other_Fun	684364	3e-70	KPD18620.1-1682204-Burkholderia_sp_S-Proteobact	1682204	0.0	300.4346743778941	99.0	Yes
OG4124	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_1607	NP_595017.1-284812-Schizosaccharomyc-Taphrinomy	284812	6e-91	WP_048878099.1-33998-Acidocella_aminol-Proteobact	33998	1e-112	50.14604642210301	97.3333333333333	Yes
OG4920	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_1576	XP_014181518.1-1186058-Trichosporon_asah-Basidiom	1186058	8e-47	WP_054914446.1-1661032-Pseudomonas_sp_NB-Proteoba	1661032	9e-80	75.86752503314713	99.0	Yes
OG8372	yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_4734	XP_013021850.1-653667-Schizosaccharomyc-Taphrinom	653667	2e-74	WP_000978576.1-470-Acinetobacter_bau-Proteobact	470	2e-113	89.80081862676778	98.6666666666667	Yes
OG8322	yHMPu5000035318_Hyphopichia_heimii@Seq_2717	KPM44821.1-78410-Neonectria_ditiss-Sordariomy	78410	2e-116	WP_004964504.1-618-Serratia_odorifer-Proteobact	618	6e-161	102.51771689606392	92.0	Yes
OG29280	yHMPu5000035318_Hyphopichia_heimii@Seq_1616	na	na	1	WP_074264094.1-60549-Paraburkholderia_-Proteobact	60549	2e-53	121.34386274812448	97.6	Yes
OG9831	yHMPu5000035318_Hyphopichia_heimii@Seq_3094	EQB51727.1-1237896-Colletotrichum_gl-Sordariomy	1237896	2e-96	WP_034185519.1-292-Burkholderia_cepa-Proteobact	292	1e-155	136.54566766720865	93.0	Yes
OG168296	Eremothecium_coryli@Seq_2897	CRK17459.1-100787-Verticillium_long-Sordariomy	100787	2e-04	WP_002406891.1-1351-Enterococcus_faec-Firmicutes	1351	3e-39	80.18501314668343	100.0	Yes
OG5438	yHMPu5000034622_Pichia_occidentalis@Seq_480	KGQ11298.1-1245745-Beauveria_bassian-Sordariomy	1245745	7e-173	WP_044175818.1-38293-Photobacterium_da-Proteobact	38293	0.0	64.11570765989455	91.6666666666667	Yes
OG11135	yHMPu5000034622_Pichia_occidentalis@Seq_390	XP_016237249.1-91928-Exophiala_spinife-Eurotiomyc	91928	3e-117	WP_008942428.1-469-Acinetobacter-Proteobact	469	7e-157	91.2561058593746	96.6666666666667	Yes
OG4895	yHMPu5000034622_Pichia_occidentalis@Seq_991	XP_013024627.1-653667-Schizosaccharomyc-Taphrinom	653667	2e-74	WP_023045053.1-574560-Photorhabdus_temp-Proteobac	574560	7e-124	113.87649168120689	90.6666666666667	Yes
