ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R00188	adenosine-3',5'-bisphosphate 3'-phosphohydrolase	H2O[s] + Adenosine 3',5'-bisphosphate[s] <=> Orthophosphate[s] + AMP[s]	ec-code/3.1.3.7;ec-code/3.1.3.97	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-0.86-mRNA-1_1	-1000	1000			kegg.reaction/R00188;kegg.orthology/K01082;kegg.orthology/K15422;rhea/10043	
R00190	AMP:diphosphate phospho-D-ribosyltransferase	Diphosphate[s] + AMP[s] <=> 5-Phospho-alpha-D-ribose 1-diphosphate[s] + Adenine[s]	ec-code/2.4.2.7;ec-code/2.4.2.8	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.130-mRNA-1_1	-1000	1000			kegg.reaction/R00190;kegg.pathway/rn00230;kegg.orthology/K00759;rhea/16612	Purine metabolism
R00191	adenosine 3',5'-phosphate 5'-nucleotidohydrolase	H2O[s] + 3',5'-Cyclic AMP[s] => AMP[s]	ec-code/3.1.4.17;ec-code/3.1.4.53	augustus_masked-NODE_51_length_61381_cov_27.0409_ID_101-processed-gene-0.10-mRNA-1_1	0	1000			kegg.reaction/R00191;kegg.pathway/rn00230;kegg.orthology/K01120;rhea/25280	Purine metabolism
R00192	S-Adenosyl-L-homocysteine hydrolase	H2O[s] + S-Adenosyl-L-homocysteine[s] <=> L-Homocysteine[s] + Adenosine[s]	ec-code/3.3.1.1	augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.36-mRNA-1_1	-1000	1000			kegg.reaction/R00192;kegg.pathway/rn00270;kegg.module/M00035;kegg.orthology/K01251;rhea/21711	Cysteine and methionine metabolism
R00196	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	2 Ferricytochrome c[s] + (S)-Lactate[s] <=> Pyruvate[s] + 2 H+[s] + 2 Ferrocytochrome c[s]	ec-code/1.1.2.3	augustus_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.25-mRNA-1_1 or augustus_masked-NODE_49_length_71103_cov_38.7334_ID_97-processed-gene-0.79-mRNA-1_1	-1000	1000			kegg.reaction/R00196;kegg.pathway/rn00620;kegg.orthology/K00101;rhea/19912	Pyruvate metabolism
R00197	(R)-Lactate:ferricytochrome-c 2-oxidoreductase	2 Ferricytochrome c[s] + (R)-Lactate[s] => Pyruvate[s] + 2 H+[s] + 2 Ferrocytochrome c[s]	ec-code/1.1.2.4	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-11.227-mRNA-1_1 or augustus_masked-NODE_45_length_98638_cov_26.1847_ID_89-processed-gene-0.120-mRNA-1_1	0	1000			kegg.reaction/R00197;kegg.pathway/rn00620;kegg.orthology/K00102;rhea/13524	Pyruvate metabolism
R00200	ATP:pyruvate 2-O-phosphotransferase	ATP[s] + Pyruvate[s] <=> ADP[s] + Phosphoenolpyruvate[s]	ec-code/2.7.1.40	maker-NODE_3_length_533584_cov_27.3585_ID_5-augustus-gene-2.81-mRNA-1_1	-1000	1000			kegg.reaction/R00200;kegg.pathway/rn00010;kegg.pathway/rn00230;kegg.pathway/rn00620;kegg.module/M00001;kegg.orthology/K00873;kegg.orthology/K12406;rhea/18160	Glycolysis / Gluconeogenesis;Purine metabolism;Pyruvate metabolism
R00209	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating);	NAD+[s] + CoA[s] + Pyruvate[s] <=> NADH[s] + CO2[s] + Acetyl-CoA[s] + H+[s]	ec-code/1.2.4.1;ec-code/1.8.1.4;ec-code/2.3.1.12	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-1.2-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.36-mRNA-1_1 or snap_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-1.118-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.52-mRNA-1_1	-1000	1000			kegg.reaction/R00209;kegg.module/M00307;kegg.orthology/K00161;kegg.orthology/K00162;kegg.orthology/K00382;kegg.orthology/K00627;rhea/28045	
R00214	(S)-malate:NAD+ oxidoreductase (decarboxylating)	NAD+[s] + (S)-Malate[s] <=> NADH[s] + CO2[s] + Pyruvate[s] + H+[s]	ec-code/1.1.1.38;ec-code/1.1.1.39	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.106-mRNA-1_1	-1000	1000			kegg.reaction/R00214;kegg.pathway/rn00620;kegg.pathway/rn00710;kegg.module/M00171;kegg.orthology/K00027;rhea/12656	Pyruvate metabolism;Carbon fixation in photosynthetic organisms
R00220	L-serine ammonia-lyase	L-Serine[s] <=> Ammonia[s] + Pyruvate[s]	ec-code/4.3.1.17;ec-code/4.3.1.19	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.197-mRNA-1_1 or augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-0.12-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-2.116-mRNA-1_1	-1000	1000			kegg.reaction/R00220;kegg.pathway/rn00260;kegg.orthology/K01754;kegg.orthology/K17989;rhea/19172	Glycine, serine and threonine metabolism
R00221	D-serine ammonia-lyase	D-Serine[s] <=> Ammonia[s] + Pyruvate[s]	ec-code/4.3.1.18	augustus_masked-NODE_45_length_98638_cov_26.1847_ID_89-processed-gene-0.113-mRNA-1_1 or augustus_masked-NODE_39_length_115279_cov_26.1524_ID_77-processed-gene-0.12-mRNA-1_1	-1000	1000			kegg.reaction/R00221;kegg.pathway/rn00260;kegg.orthology/K20498;rhea/13980	Glycine, serine and threonine metabolism
R00226	pyruvate:pyruvate acetaldehydetransferase (decarboxylating);	CO2[s] + (S)-2-Acetolactate[s] <=> 2 Pyruvate[s]	ec-code/2.2.1.6	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.210-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.0-mRNA-1_1	-1000	1000			kegg.reaction/R00226;kegg.pathway/rn00290;kegg.pathway/rn00650;kegg.pathway/rn00660;kegg.module/M00019;kegg.orthology/K01652;kegg.orthology/K01653;rhea/25252	Valine, leucine and isoleucine biosynthesis;Butanoate metabolism;C5-Branched dibasic acid metabolism
R00227	Acetyl-CoA hydrolase	H2O[s] + Acetyl-CoA[s] => CoA[s] + Acetate[s]	ec-code/3.1.2.1	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.7-mRNA-1_1	0	1000			kegg.reaction/R00227;kegg.pathway/rn00620;kegg.orthology/K01067;rhea/20292	Pyruvate metabolism
R00235	Acetate:CoA ligase (AMP-forming)	ATP[s] + CoA[s] + Acetate[s] <=> Diphosphate[s] + AMP[s] + Acetyl-CoA[s]	ec-code/6.2.1.1	augustus_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.43-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.96-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.29-mRNA-1_1	-1000	1000			kegg.reaction/R00235;kegg.pathway/rn00010;kegg.pathway/rn00630;kegg.pathway/rn00680;kegg.pathway/rn00720;kegg.module/M00357;kegg.orthology/K01895;kegg.orthology/K01913;rhea/23179	Glycolysis / Gluconeogenesis;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes
R00236	acetyl adenylate:CoA acetyltransferase	CoA[s] + Acetyl adenylate[s] <=> AMP[s] + Acetyl-CoA[s]	ec-code/6.2.1.1	augustus_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.43-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.96-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.29-mRNA-1_1	-1000	1000			kegg.reaction/R00236;kegg.pathway/rn00620;kegg.orthology/K01895;kegg.orthology/K01913	Pyruvate metabolism
R00238	Acetyl-CoA:acetyl-CoA C-acetyltransferase	2 Acetyl-CoA[s] <=> CoA[s] + Acetoacetyl-CoA[s]	ec-code/2.3.1.9	augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.36-mRNA-1_1 or augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-0.90-mRNA-1_1	-1000	1000			kegg.reaction/R00238;kegg.pathway/rn00071;kegg.pathway/rn00072;kegg.pathway/rn00280;kegg.pathway/rn00310;kegg.pathway/rn00362;kegg.pathway/rn00380;kegg.pathway/rn00620;kegg.pathway/rn00630;kegg.pathway/rn00640;kegg.pathway/rn00650;kegg.pathway/rn00720;kegg.pathway/rn00900;kegg.module/M00088;kegg.orthology/K00626;rhea/21039	Fatty acid degradation;Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Lysine degradation;Benzoate degradation;Tryptophan metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Terpenoid backbone biosynthesis
R00239	ATP:L-glutamate 5-phosphotransferase	ATP[s] + L-Glutamate[s] <=> ADP[s] + L-Glutamyl 5-phosphate[s]	ec-code/2.7.2.11	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.235-mRNA-1_1	-1000	1000			kegg.reaction/R00239;kegg.pathway/rn00330;kegg.pathway/rn00332;kegg.module/M00015;kegg.orthology/K00931;rhea/14880	Arginine and proline metabolism;Carbapenem biosynthesis
R00243	L-glutamate:NAD+ oxidoreductase (deaminating)	H2O[s] + NAD+[s] + L-Glutamate[s] <=> NADH[s] + Ammonia[s] + 2-Oxoglutarate[s] + H+[s]	ec-code/1.4.1.2;ec-code/1.4.1.3	maker-NODE_50_length_66796_cov_28.651_ID_99-augustus-gene-0.39-mRNA-1_1	-1000	1000			kegg.reaction/R00243;kegg.pathway/rn00220;kegg.pathway/rn00250;kegg.pathway/rn00430;kegg.pathway/rn00471;kegg.pathway/rn00910;kegg.orthology/K15371;rhea/15136	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Nitrogen metabolism
R00245	L-glutamate gamma-semialdehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + L-Glutamate 5-semialdehyde[s] <=> NADH[s] + L-Glutamate[s] + H+[s]	ec-code/1.2.1.88	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.11-mRNA-1_1	-1000	1000			kegg.reaction/R00245;kegg.pathway/rn00330;kegg.orthology/K00294;rhea/30238	Arginine and proline metabolism
R00248	L-Glutamate:NADP+ oxidoreductase (deaminating)	H2O[s] + NADP+[s] + L-Glutamate[s] <=> NADPH[s] + Ammonia[s] + 2-Oxoglutarate[s] + H+[s]	ec-code/1.4.1.3;ec-code/1.4.1.4;ec-code/1.4.1.13	augustus_masked-NODE_21_length_257472_cov_26.5738_ID_41-processed-gene-1.175-mRNA-1_1 or augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.53-mRNA-1_1	-1000	1000			kegg.reaction/R00248;kegg.pathway/rn00220;kegg.pathway/rn00250;kegg.pathway/rn00471;kegg.pathway/rn00910;kegg.module/M00740;kegg.orthology/K00262;kegg.orthology/K00264;kegg.orthology/K00266;rhea/11615	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;D-Glutamine and D-glutamate metabolism;Nitrogen metabolism
R00251	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	2 H2O[s] + ATP[s] + 5-Oxoproline[s] <=> ADP[s] + Orthophosphate[s] + L-Glutamate[s]	ec-code/3.5.2.9	augustus_masked-NODE_56_length_33335_cov_25.9274_ID_111-processed-gene-0.20-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.33-mRNA-1_1	-1000	1000			kegg.reaction/R00251;kegg.pathway/rn00480;kegg.orthology/K01469;rhea/10351	Glutathione metabolism
R00253	L-Glutamate:ammonia ligase (ADP-forming)	ATP[s] + Ammonia[s] + L-Glutamate[s] <=> ADP[s] + Orthophosphate[s] + L-Glutamine[s]	ec-code/6.3.1.2	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-2.137-mRNA-1_1	-1000	1000			kegg.reaction/R00253;kegg.pathway/rn00220;kegg.pathway/rn00250;kegg.pathway/rn00630;kegg.pathway/rn00910;kegg.orthology/K01915;rhea/16172	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism
R00256	L-glutamine amidohydrolase	H2O[s] + L-Glutamine[s] <=> Ammonia[s] + L-Glutamate[s]	ec-code/1.4.1.13;ec-code/1.4.7.1;ec-code/3.5.1.2;ec-code/3.5.1.38	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.30-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.10-mRNA-1_1 or augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.49-mRNA-1_1	-1000	1000			kegg.reaction/R00256;kegg.pathway/rn00220;kegg.pathway/rn00250;kegg.pathway/rn00471;kegg.orthology/K01954;kegg.orthology/K01955;kegg.orthology/K01956;kegg.orthology/K11540;kegg.orthology/K11541;rhea/15892	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;D-Glutamine and D-glutamate metabolism
R00257	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	H2O[s] + ATP[s] + L-Glutamine[s] + Deamino-NAD+[s] <=> NAD+[s] + Diphosphate[s] + AMP[s] + L-Glutamate[s]	ec-code/6.3.5.1	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-3.271-mRNA-1_1	-1000	1000			kegg.reaction/R00257;kegg.pathway/rn00760;kegg.module/M00115;kegg.orthology/K01950;rhea/24387	Nicotinate and nicotinamide metabolism
R00258	L-Alanine:2-oxoglutarate aminotransferase	2-Oxoglutarate[s] + L-Alanine[s] <=> Pyruvate[s] + L-Glutamate[s]	ec-code/2.6.1.2	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.43-mRNA-1_1	-1000	1000			kegg.reaction/R00258;kegg.pathway/rn00220;kegg.pathway/rn00250;kegg.pathway/rn00710;kegg.module/M00171;kegg.orthology/K00814;kegg.orthology/K14272;rhea/19456	Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Carbon fixation in photosynthetic organisms
R00259	acetyl-CoA:L-glutamate N-acetyltransferase	Acetyl-CoA[s] + L-Glutamate[s] <=> CoA[s] + N-Acetyl-L-glutamate[s]	ec-code/2.3.1.1	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-4.40-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.251-mRNA-1_1	-1000	1000			kegg.reaction/R00259;kegg.pathway/rn00220;kegg.module/M00028;kegg.orthology/K00618;kegg.orthology/K00620;rhea/24295	Arginine biosynthesis
R00261	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	L-Glutamate[s] <=> CO2[s] + 4-Aminobutanoate[s]	ec-code/4.1.1.15	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.104-mRNA-1_1 or augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.5-mRNA-1_1	-1000	1000			kegg.reaction/R00261;kegg.pathway/rn00250;kegg.pathway/rn00650;kegg.module/M00027;kegg.orthology/K01580;rhea/17788	Alanine, aspartate and glutamate metabolism;Butanoate metabolism
R00264	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	H2O[s] + NADP+[s] + 2,5-Dioxopentanoate[s] <=> NADPH[s] + 2-Oxoglutarate[s] + H+[s]	ec-code/1.2.1.3;ec-code/1.2.1.26	augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R00264;kegg.pathway/rn00040;kegg.pathway/rn00053;kegg.orthology/K00128;rhea/11299	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism
R00267	Isocitrate:NADP+ oxidoreductase (decarboxylating)	NADP+[s] + Isocitrate[s] <=> NADPH[s] + CO2[s] + 2-Oxoglutarate[s] + H+[s]	ec-code/1.1.1.42	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.150-mRNA-1_1	-1000	1000			kegg.reaction/R00267;kegg.pathway/rn00480;kegg.pathway/rn00720;kegg.module/M00009;kegg.orthology/K00031;rhea/19632	Glutathione metabolism;Carbon fixation pathways in prokaryotes
R00268	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	Oxalosuccinate[s] <=> CO2[s] + 2-Oxoglutarate[s]	ec-code/1.1.1.42	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.150-mRNA-1_1	-1000	1000			kegg.reaction/R00268;kegg.pathway/rn00020;kegg.module/M00009;kegg.orthology/K00031;rhea/19384	Citrate cycle (TCA cycle)
R00269	2-oxoglutaramate amidohydrolase	H2O[s] + 2-Oxoglutaramate[s] => Ammonia[s] + 2-Oxoglutarate[s]	ec-code/3.5.1.3;ec-code/3.5.1.111	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-2.19-mRNA-1_1 or augustus_masked-NODE_7_length_420504_cov_27.1491_ID_13-processed-gene-0.95-mRNA-1_1	0	1000			kegg.reaction/R00269;kegg.pathway/rn00250;kegg.orthology/K13566;rhea/32966	Alanine, aspartate and glutamate metabolism
R00271	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	H2O[s] + Acetyl-CoA[s] + 2-Oxoglutarate[s] <=> CoA[s] + (R)-2-Hydroxybutane-1,2,4-tricarboxylate[s]	ec-code/2.3.3.14	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-6.21-mRNA-1_1	-1000	1000			kegg.reaction/R00271;kegg.pathway/rn00300;kegg.pathway/rn00620;kegg.module/M00030;kegg.orthology/K01655;rhea/12932	Lysine biosynthesis;Pyruvate metabolism
R00274	glutathione:hydrogen-peroxide oxidoreductase	Hydrogen peroxide[s] + 2 Glutathione[s] => 2 H2O[s] + Glutathione disulfide[s]	ec-code/1.11.1.9	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-1.8-mRNA-1_1	0	1000			kegg.reaction/R00274;kegg.pathway/rn00480;kegg.orthology/K00432;rhea/16836	Glutathione metabolism
R00277	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	H2O[s] + Oxygen[s] + Pyridoxamine phosphate[s] <=> Ammonia[s] + Pyridoxal phosphate[s] + Hydrogen peroxide[s]	ec-code/1.4.3.5	augustus_masked-NODE_67_length_3372_cov_58.9902_ID_133-processed-gene-0.1-mRNA-1_1	-1000	1000			kegg.reaction/R00277;kegg.pathway/rn00750;kegg.orthology/K00275;rhea/15820	Vitamin B6 metabolism
R00278	Pyridoxine 5-phosphate:oxygen oxidoreductase	Oxygen[s] + Pyridoxine phosphate[s] <=> Pyridoxal phosphate[s] + Hydrogen peroxide[s]	ec-code/1.4.3.5	augustus_masked-NODE_67_length_3372_cov_58.9902_ID_133-processed-gene-0.1-mRNA-1_1	-1000	1000			kegg.reaction/R00278;kegg.pathway/rn00750;kegg.module/M00124;kegg.orthology/K00275;rhea/15152	Vitamin B6 metabolism
R00282	NADPH:acceptor oxidoreductase	NADPH[s] + Acceptor[s] + H+[s] <=> NADP+[s] + Reduced acceptor[s]	ec-code/1.6.99.1	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-1.35-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.93-mRNA-1_1 or snap_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.30-mRNA-1_1	-1000	1000			kegg.reaction/R00282;kegg.orthology/K00354;rhea/13152	
R00287	UDP-glucose glucophosphohydrolase	H2O[s] + UDP-glucose[s] <=> D-Glucose 1-phosphate[s] + UMP[s]	ec-code/3.6.1.8;ec-code/3.6.1.9;ec-code/3.6.1.45	augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.34-mRNA-1_1	-1000	1000			kegg.reaction/R00287;kegg.pathway/rn00240;kegg.pathway/rn00500;kegg.orthology/K01513	Pyrimidine metabolism;Starch and sucrose metabolism
R00289	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	UTP[s] + D-Glucose 1-phosphate[s] <=> Diphosphate[s] + UDP-glucose[s]	ec-code/2.7.7.9;ec-code/2.7.7.64	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.37-mRNA-1_1	-1000	1000			kegg.reaction/R00289;kegg.pathway/rn00040;kegg.pathway/rn00052;kegg.pathway/rn00500;kegg.pathway/rn00520;kegg.module/M00129;kegg.orthology/K00963;rhea/19892	Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism
R00291	UDP-glucose 4-epimerase;	UDP-glucose[s] <=> UDP-alpha-D-galactose[s]	ec-code/5.1.3.2	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.16-mRNA-1_1	-1000	1000			kegg.reaction/R00291;kegg.pathway/rn00052;kegg.pathway/rn00520;kegg.module/M00632;kegg.orthology/K01784;rhea/22171	Galactose metabolism;Amino sugar and nucleotide sugar metabolism
R00293	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	UDP-glucose[s] => H2O[s] + UDP-4-dehydro-6-deoxy-D-glucose[s]	ec-code/4.2.1.76	maker-NODE_25_length_227728_cov_27.0207_ID_49-augustus-gene-1.65-mRNA-1_1	0	1000			kegg.reaction/R00293;kegg.pathway/rn00520;kegg.orthology/K12450;rhea/21503	Amino sugar and nucleotide sugar metabolism
R00299	ATP:D-glucose 6-phosphotransferase	ATP[s] + D-Glucose[s] <=> ADP[s] + D-Glucose 6-phosphate[s]	ec-code/2.7.1.1;ec-code/2.7.1.2	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.6-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-6.20-mRNA-1_1 or augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-0.16-mRNA-1_1	-1000	1000			kegg.reaction/R00299;kegg.pathway/rn00500;kegg.pathway/rn00521;kegg.pathway/rn00524;kegg.orthology/K00844;rhea/17828	Starch and sucrose metabolism;Streptomycin biosynthesis;Neomycin, kanamycin and gentamicin biosynthesis
R00305	D-glucose:quinone 1-oxidoreductase	D-Glucose[s] + Quinone[s] <=> D-Glucono-1,5-lactone[s] + Hydroquinone (C15603)[s]	ec-code/1.1.5.9	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.10-mRNA-1_1 or augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.13-mRNA-1_1	-1000	1000			kegg.reaction/R00305;kegg.pathway/rn00030;kegg.orthology/K00115;rhea/47375	Pentose phosphate pathway
R00310	protoheme ferro-lyase (protoporphyrin-forming)	Protoporphyrin[s] + Fe2+[s] <=> Heme[s] + 2 H+[s]	ec-code/4.99.1.1	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-10.35-mRNA-1_1	-1000	1000			kegg.reaction/R00310;kegg.pathway/rn00860;kegg.module/M00121;kegg.orthology/K01772;rhea/22587	Porphyrin and chlorophyll metabolism
R00316	ATP:acetate adenylyltransferase	ATP[s] + Acetate[s] <=> Diphosphate[s] + Acetyl adenylate[s]	ec-code/6.2.1.1	augustus_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.43-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.96-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.29-mRNA-1_1	-1000	1000			kegg.reaction/R00316;kegg.pathway/rn00620;kegg.orthology/K01895;kegg.orthology/K01913	Pyruvate metabolism
R00318	Phosphonoacetate phosphonohydrolase	H2O[s] + Phosphonoacetate[s] <=> Orthophosphate[s] + Acetate[s]	ec-code/3.11.1.2	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-1.9-mRNA-1_1	-1000	1000			kegg.reaction/R00318;kegg.pathway/rn00440;kegg.orthology/K19670;rhea/16752	Phosphonate and phosphinate metabolism
R00328	GDP phosphohydrolase	H2O[s] + GDP[s] => Orthophosphate[s] + GMP[s]	ec-code/3.6.1.5;ec-code/3.6.1.6;ec-code/3.6.1.42	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.118-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.100-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.118-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-snap-gene-8.124-mRNA-1_1	0	1000			kegg.reaction/R00328;kegg.pathway/rn00230;kegg.orthology/K01510;kegg.orthology/K01511;kegg.orthology/K14641;kegg.orthology/K14642;rhea/22159	Purine metabolism
R00330	ATP:GDP phosphotransferase	ATP[s] + GDP[s] <=> ADP[s] + GTP[s]	ec-code/2.7.4.6	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-2.123-mRNA-1_1	-1000	1000			kegg.reaction/R00330;kegg.pathway/rn00230;kegg.module/M00050;kegg.orthology/K00940;rhea/27689	Purine metabolism
