"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"	"other"
"R00697"	"L-phenylalanine ammonia-lyase (trans-cinnamate-forming)"	"L-Phenylalanine[s] <=> Ammonia[s] + trans-Cinnamate[s]"	"ec-code/4.3.1.24;ec-code/4.3.1.25"	"Botrytis_cinerea@Seq_8731"	-1000	1000	NA	NA	"kegg.reaction/R00697;kegg.pathway/rn00360;kegg.pathway/rn00940;kegg.module/M00039;kegg.orthology/K10775;rhea/21387"	"Phenylalanine metabolism;Phenylpropanoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00699"	"L-phenylalanine carboxy-lyase (phenylethylamine-forming)"	"L-Phenylalanine[s] => CO2[s] + Phenethylamine[s]"	"ec-code/4.1.1.28;ec-code/4.1.1.53"	"Fusarium_graminearum@Seq_7817 or Fusarium_graminearum@Seq_13318"	0	1000	NA	NA	"kegg.reaction/R00699;kegg.pathway/rn00360;kegg.orthology/K01593;rhea/19720"	"Phenylalanine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00703"	"(S)-Lactate:NAD+ oxidoreductase"	"NAD+[s] + (S)-Lactate[s] <=> NADH[s] + Pyruvate[s] + H+[s]"	"ec-code/1.1.1.27"	"Lachancea_fermentati@Seq_1522 or Lachancea_cidri@Seq_4450 or Lachancea_fermentati@Seq_735"	-1000	1000	NA	NA	"kegg.reaction/R00703;kegg.pathway/rn00010;kegg.pathway/rn00620;kegg.orthology/K00016;rhea/23447"	"Glycolysis / Gluconeogenesis;Pyruvate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00704"	"(R)-Lactate:NAD+ oxidoreductase"	"NAD+[s] + (R)-Lactate[s] <=> NADH[s] + Pyruvate[s] + H+[s]"	"ec-code/1.1.1.28"	"Arxula_adeninivorans@Seq_2891"	-1000	1000	NA	NA	"kegg.reaction/R00704;kegg.pathway/rn00620;kegg.orthology/K03778;rhea/16372"	"Pyruvate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00705"	"3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)"	"NAD+[s] + CoA[s] + 3-Oxopropanoate[s] <=> NADH[s] + CO2[s] + Acetyl-CoA[s] + H+[s]"	"ec-code/1.2.1.18;ec-code/1.2.1.27"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425"	-1000	1000	NA	NA	"kegg.reaction/R00705;kegg.pathway/rn00410;kegg.pathway/rn00562;kegg.pathway/rn00640;kegg.module/M00013;kegg.orthology/K00140;rhea/22995"	"beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00706"	"3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)"	"NADP+[s] + CoA[s] + 3-Oxopropanoate[s] <=> NADPH[s] + CO2[s] + Acetyl-CoA[s] + H+[s]"	"ec-code/1.2.1.18"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425"	-1000	1000	NA	NA	"kegg.reaction/R00706;kegg.pathway/rn00410;kegg.pathway/rn00562;kegg.pathway/rn00640;kegg.module/M00013;kegg.orthology/K00140;rhea/22991"	"beta-Alanine metabolism;Inositol phosphate metabolism;Propanoate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00729"	"L-Tyrosine:oxygen oxidoreductase (deaminating)"	"H2O[s] + Oxygen[s] + L-Tyrosine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 3-(4-Hydroxyphenyl)pyruvate[s]"	"ec-code/1.4.3.2"	"Neurospora_crassa@Seq_10341"	-1000	1000	NA	NA	"kegg.reaction/R00729;kegg.pathway/rn00350;kegg.pathway/rn00400;kegg.pathway/rn00950;kegg.module/M00044;kegg.orthology/K03334"	"Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Isoquinoline alkaloid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00731"	"L-Tyrosine:oxygen oxidoreductase"	"Oxygen[s] + L-Tyrosine[s] <=> H2O[s] + 3,4-Dihydroxy-L-phenylalanine[s]"	"ec-code/1.14.18.1"	"Neurospora_crassa@Seq_2154 or Neurospora_crassa@Seq_2482 or Aspergillus_nidulans@Seq_766 or Arthrobotrys_oligospora@Seq_7587 or Coccidioides_immitis@Seq_4215 or Arthrobotrys_oligospora@Seq_187 or Stagonospora_nodorum@Seq_7573 or Botrytis_cinerea@Seq_9919 or Aspergillus_nidulans@Seq_1698 or Fusarium_graminearum@Seq_10944 or Fusarium_graminearum@Seq_10550 or Fusarium_graminearum@Seq_3309 or Neurospora_crassa@Seq_9650 or Aspergillus_nidulans@Seq_699 or Botrytis_cinerea@Seq_6490"	-1000	1000	NA	NA	"kegg.reaction/R00731;kegg.pathway/rn00350;kegg.pathway/rn00950;kegg.pathway/rn00965;kegg.module/M00042;kegg.orthology/K00505;rhea/34286"	"Tyrosine metabolism;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00736"	"L-tyrosine carboxy-lyase (tyramine-forming)"	"L-Tyrosine[s] <=> CO2[s] + Tyramine[s]"	"ec-code/4.1.1.25;ec-code/4.1.1.28"	"Fusarium_graminearum@Seq_7817 or Fusarium_graminearum@Seq_13318"	-1000	1000	NA	NA	"kegg.reaction/R00736;kegg.pathway/rn00350;kegg.pathway/rn00680;kegg.pathway/rn00950;kegg.orthology/K01593;rhea/14348"	"Tyrosine metabolism;Methane metabolism;Isoquinoline alkaloid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00747"	"2-Phosphonoacetaldehyde phosphonohydrolase"	"H2O[s] + Phosphonoacetaldehyde[s] <=> Orthophosphate[s] + Acetaldehyde[s]"	"ec-code/3.11.1.1"	"Wickerhamia_fluorescens@Seq_2673"	-1000	1000	NA	NA	"kegg.reaction/R00747;kegg.pathway/rn00440;kegg.orthology/K05306;rhea/18908"	"Phosphonate and phosphinate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00748"	"ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)"	"H2O[s] + Ethanolamine phosphate[s] <=> Orthophosphate[s] + Ammonia[s] + Acetaldehyde[s]"	"ec-code/4.2.3.2"	"Fusarium_graminearum@Seq_6837"	-1000	1000	NA	NA	"kegg.reaction/R00748;kegg.pathway/rn00564;kegg.orthology/K14286;rhea/17892"	"Glycerophospholipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00761"	"D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)"	"Orthophosphate[s] + D-Fructose 6-phosphate[s] <=> H2O[s] + Acetyl phosphate[s] + D-Erythrose 4-phosphate[s]"	"ec-code/4.1.2.22"	"Aspergillus_nidulans@Seq_3670"	-1000	1000	NA	NA	"kegg.reaction/R00761;kegg.pathway/rn00710;kegg.orthology/K01621;rhea/12199"	"Carbon fixation in photosynthetic organisms"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00765"	"D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing);"	"H2O[s] + D-Glucosamine 6-phosphate[s] => Ammonia[s] + D-Fructose 6-phosphate[s]"	"ec-code/3.5.99.6"	"Metschnikowia_borealis@Seq_144"	0	1000	NA	NA	"kegg.reaction/R00765;kegg.pathway/rn00520;kegg.orthology/K02564;rhea/12175"	"Amino sugar and nucleotide sugar metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00787"	"ammonia:NAD+ oxidoreductase"	"2 H2O[s] + 3 NAD+[s] + Ammonia[s] <=> 3 NADH[s] + 3 H+[s] + Nitrite[s]"	"ec-code/1.7.1.4;ec-code/1.7.1.15"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822 or yHMPu5000034952_Citeromyces_siamensis@Seq_3293 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605 or yHMPu5000034952_Citeromyces_siamensis@Seq_12781 or yHMPu5000034952_Citeromyces_siamensis@Seq_1379"	-1000	1000	NA	NA	"kegg.reaction/R00787;kegg.pathway/rn00910;kegg.module/M00530;kegg.orthology/K17877;rhea/24631"	"Nitrogen metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00789"	"ammonia:NADP+ oxidoreductase"	"2 H2O[s] + 3 NADP+[s] + Ammonia[s] <=> 3 NADPH[s] + 3 H+[s] + Nitrite[s]"	"ec-code/1.7.1.4"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822 or yHMPu5000034952_Citeromyces_siamensis@Seq_3293 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3605 or yHMPu5000034952_Citeromyces_siamensis@Seq_12781 or yHMPu5000034952_Citeromyces_siamensis@Seq_1379"	-1000	1000	NA	NA	"kegg.reaction/R00789;kegg.pathway/rn00910;kegg.module/M00530;kegg.orthology/K17877;rhea/24635"	"Nitrogen metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00815"	"phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)"	"NADPH[s] + Oxygen[s] + H+[s] + Phenol[s] <=> H2O[s] + NADP+[s] + Catechol[s]"	"ec-code/1.14.13.7"	"Neurospora_crassa@Seq_6441 or Aspergillus_nidulans@Seq_10615 or Aspergillus_nidulans@Seq_3394 or Fusarium_graminearum@Seq_1104 or Sclerotinia_sclerotiorum@Seq_7865 or Neurospora_crassa@Seq_9414 or Aspergillus_nidulans@Seq_5171 or Aspergillus_nidulans@Seq_6264 or Stagonospora_nodorum@Seq_4490 or Stagonospora_nodorum@Seq_1523 or Neurospora_crassa@Seq_8530"	-1000	1000	NA	NA	"kegg.reaction/R00815;kegg.pathway/rn00627;kegg.orthology/K03380;rhea/17064"	"Aminobenzoate degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00817"	"Catechol:oxygen 1,2-oxidoreductase(decyclizing)"	"Oxygen[s] + Catechol[s] <=> cis,cis-Muconate[s]"	"ec-code/1.13.11.1"	"Sclerotinia_sclerotiorum@Seq_13229 or Aspergillus_nidulans@Seq_4429 or Aspergillus_nidulans@Seq_8849 or Aspergillus_nidulans@Seq_2992"	-1000	1000	NA	NA	"kegg.reaction/R00817;kegg.pathway/rn00362;kegg.module/M00568;kegg.orthology/K03381;rhea/23855"	"Benzoate degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00818"	"salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)"	"NADH[s] + Oxygen[s] + H+[s] + Salicylate[s] <=> H2O[s] + NAD+[s] + CO2[s] + Catechol[s]"	"ec-code/1.14.13.1"	"Stagonospora_nodorum@Seq_9595 or yHMPu5000035296_Priceomyces_carsonii@Seq_4312 or Sclerotinia_sclerotiorum@Seq_2695 or Sclerotinia_sclerotiorum@Seq_6876 or yHMPu5000035335_Candida_blattae@Seq_1577 or Aspergillus_nidulans@Seq_6521 or Sclerotinia_sclerotiorum@Seq_11658 or yHMPu5000034742_Lipomyces_suomiensis@Seq_4317 or Aspergillus_nidulans@Seq_2604 or Stagonospora_nodorum@Seq_1743 or Coccidioides_immitis@Seq_613 or Botrytis_cinerea@Seq_10150 or Aspergillus_nidulans@Seq_2050 or Neurospora_crassa@Seq_7376 or Neurospora_crassa@Seq_4768 or Sclerotinia_sclerotiorum@Seq_13058 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709 or Stagonospora_nodorum@Seq_122 or Fusarium_graminearum@Seq_3888 or Neurospora_crassa@Seq_487 or Sclerotinia_sclerotiorum@Seq_11671 or yHMPu5000035650_Trigonopsis_variabilis@Seq_2095 or Botrytis_cinerea@Seq_245 or Botrytis_cinerea@Seq_14795 or Sclerotinia_sclerotiorum@Seq_1717 or Aspergillus_nidulans@Seq_374"	-1000	1000	NA	NA	"kegg.reaction/R00818;kegg.pathway/rn00621;kegg.pathway/rn00624;kegg.pathway/rn00626;kegg.orthology/K00480;rhea/11007"	"Dioxin degradation;Polycyclic aromatic hydrocarbon degradation;Naphthalene degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00821"	"2,3-dihydroxybenzoate carboxy-lyase"	"2,3-Dihydroxybenzoate[s] <=> CO2[s] + Catechol[s]"	"ec-code/4.1.1.46"	"Sclerotinia_sclerotiorum@Seq_3655 or yHMPu5000034637_Ogataea_populiabae@Seq_2947 or Aspergillus_nidulans@Seq_3842"	-1000	1000	NA	NA	"kegg.reaction/R00821;kegg.pathway/rn00362;kegg.pathway/rn00627;kegg.orthology/K14333;rhea/21495"	"Benzoate degradation;Aminobenzoate degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00837"	"alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase"	"H2O[s] + alpha,alpha'-Trehalose 6-phosphate[s] => D-Glucose[s] + D-Glucose 6-phosphate[s]"	"ec-code/3.2.1.93;ec-code/3.2.1.122"	"yHMPu5000034761_Lipomyces_lipofer@Seq_2576 or yHMPu5000034754_Lipomyces_arxii@Seq_8313 or Lipomyces_starkeyi@Seq_8594 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_5795"	0	1000	NA	NA	"kegg.reaction/R00837;kegg.pathway/rn00500;kegg.orthology/K01226;rhea/23011"	"Starch and sucrose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00888"	"GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming);"	"GDP-mannose[s] <=> H2O[s] + GDP-4-dehydro-6-deoxy-D-mannose[s]"	"ec-code/4.2.1.47"	"Coccidioides_immitis@Seq_790"	-1000	1000	NA	NA	"kegg.reaction/R00888;kegg.pathway/rn00051;kegg.pathway/rn00520;kegg.orthology/K01711;rhea/23823"	"Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00893"	"L-Cysteine:oxygen oxidoreductase"	"Oxygen[s] + L-Cysteine[s] <=> 3-Sulfino-L-alanine[s]"	"ec-code/1.13.11.20"	"Nadsonia_fulvescens_var_elongata@Seq_2787"	-1000	1000	NA	NA	"kegg.reaction/R00893;kegg.pathway/rn00270;kegg.pathway/rn00430;kegg.orthology/K00456;rhea/20444"	"Cysteine and methionine metabolism;Taurine and hypotaurine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00922"	"2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)"	"NAD+[s] + CoA[s] + 2-Methyl-3-oxopropanoate[s] => NADH[s] + CO2[s] + H+[s] + Propanoyl-CoA[s]"	"ec-code/1.2.1.27"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425"	0	1000	NA	NA	"kegg.reaction/R00922;kegg.pathway/rn00280;kegg.orthology/K00140;rhea/20807"	"Valine, leucine and isoleucine degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00924"	"propanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	"FAD[s] + Propanoyl-CoA[s] <=> Propenoyl-CoA[s] + FADH2[s]"	"ec-code/1.3.8.7"	"Coccidioides_immitis@Seq_301 or Nadsonia_fulvescens_var_elongata@Seq_2140 or Metschnikowia_bicuspidata@Seq_3769 or Stagonospora_nodorum@Seq_3874 or Coccidioides_immitis@Seq_3878 or Stagonospora_nodorum@Seq_11272 or Saitoella_complicata@Seq_2217 or Arthrobotrys_oligospora@Seq_7788"	-1000	1000	NA	NA	"kegg.reaction/R00924;kegg.pathway/rn00410;kegg.orthology/K00249;rhea/31290"	"beta-Alanine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00935"	"(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)"	"NAD+[s] + CoA[s] + (S)-Methylmalonate semialdehyde[s] <=> NADH[s] + CO2[s] + H+[s] + Propanoyl-CoA[s]"	"ec-code/1.2.1.27"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425"	-1000	1000	NA	NA	"kegg.reaction/R00935;kegg.pathway/rn00640;kegg.orthology/K00140;rhea/31050"	"Propanoate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00944"	"10-Formyltetrahydrofolate amidohydrolase"	"H2O[s] + 10-Formyltetrahydrofolate[s] <=> Formate[s] + Tetrahydrofolate[s]"	"ec-code/3.5.1.10"	"Sclerotinia_sclerotiorum@Seq_4334"	-1000	1000	NA	NA	"kegg.reaction/R00944;kegg.pathway/rn00630;kegg.pathway/rn00670;kegg.orthology/K01433;rhea/19836"	"Glyoxylate and dicarboxylate metabolism;One carbon pool by folate"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00951"	"ADP-glucose glucose-1-phosphohydrolase"	"H2O[s] + ADP-glucose[s] <=> AMP[s] + D-Glucose 1-phosphate[s]"	"ec-code/3.6.1.21"	"Aspergillus_nidulans@Seq_3330"	-1000	1000	NA	NA	"kegg.reaction/R00951;kegg.pathway/rn00500;kegg.orthology/K18447"	"Starch and sucrose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00963"	"uridine 5'-monophosphate phosphohydrolase"	"H2O[s] + UMP[s] => Orthophosphate[s] + Uridine[s]"	"ec-code/3.1.3.5"	"yHMPu5000034904_Ogataea_nonfermentans@Seq_2519 or Fusarium_graminearum@Seq_4952"	0	1000	NA	NA	"kegg.reaction/R00963;kegg.pathway/rn00240;kegg.orthology/K03787;kegg.orthology/K19970;rhea/29362"	"Pyrimidine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R00997"	"1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing);"	"H2O[s] + 1-Aminocyclopropane-1-carboxylate[s] => Ammonia[s] + 2-Oxobutanoate[s]"	"ec-code/3.5.99.7"	"Lachancea_cidri@Seq_4661 or Fusarium_graminearum@Seq_1844 or Aspergillus_nidulans@Seq_5129"	0	1000	NA	NA	"kegg.reaction/R00997;kegg.pathway/rn00270;kegg.orthology/K01505;rhea/16936"	"Cysteine and methionine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01000"	"2-hydroxybutyrate:NAD+ oxidoreductase"	"NAD+[s] + 2-Hydroxybutanoic acid[s] <=> NADH[s] + H+[s] + 2-Oxobutanoate[s]"	"ec-code/1.1.1.27"	"Lachancea_fermentati@Seq_1522 or Lachancea_cidri@Seq_4450 or Lachancea_fermentati@Seq_735"	-1000	1000	NA	NA	"kegg.reaction/R01000;kegg.pathway/rn00640;kegg.orthology/K00016;rhea/36374"	"Propanoate metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01025"	"choline:acceptor 1-oxidoreductase"	"Acceptor[s] + Choline[s] => Reduced acceptor[s] + Betaine aldehyde[s]"	"ec-code/1.1.99.1"	"Aspergillus_nidulans@Seq_8254 or Stagonospora_nodorum@Seq_483 or Sclerotinia_sclerotiorum@Seq_12391 or Stagonospora_nodorum@Seq_2358 or Stagonospora_nodorum@Seq_8981 or Neurospora_crassa@Seq_5370 or Fusarium_graminearum@Seq_1051 or Neurospora_crassa@Seq_525 or Botrytis_cinerea@Seq_15990 or Arthrobotrys_oligospora@Seq_3736 or Botrytis_cinerea@Seq_10826 or Candida_versatilis@Seq_715 or Coccidioides_immitis@Seq_8729 or Stagonospora_nodorum@Seq_1965 or Aspergillus_nidulans@Seq_3174 or Stagonospora_nodorum@Seq_6127 or Aspergillus_nidulans@Seq_8535 or Botrytis_cinerea@Seq_1048 or Sclerotinia_sclerotiorum@Seq_12513 or Sclerotinia_sclerotiorum@Seq_10112 or Botrytis_cinerea@Seq_13605 or Aspergillus_nidulans@Seq_2334 or Stagonospora_nodorum@Seq_8883 or Lipomyces_starkeyi@Seq_6988 or Fusarium_graminearum@Seq_8982 or Stagonospora_nodorum@Seq_11254 or Stagonospora_nodorum@Seq_7363 or Botrytis_cinerea@Seq_13719 or Candida_versatilis@Seq_2157 or Fusarium_graminearum@Seq_11258 or Botrytis_cinerea@Seq_13364"	0	1000	NA	NA	"kegg.reaction/R01025;kegg.pathway/rn00260;kegg.module/M00555;kegg.orthology/K00108;rhea/17436"	"Glycine, serine and threonine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01026"	"Acetylcholine aectylhydrolase"	"H2O[s] + Acetylcholine[s] => Acetate[s] + Choline[s]"	"ec-code/3.1.1.7;ec-code/3.1.1.8"	"Fusarium_graminearum@Seq_7316 or Stagonospora_nodorum@Seq_11923 or yHMPu5000034661_Dipodascus_albidus@Seq_2732 or Fusarium_graminearum@Seq_5860 or Aspergillus_nidulans@Seq_10318 or Fusarium_graminearum@Seq_7608 or Fusarium_graminearum@Seq_4732 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_5794 or Neurospora_crassa@Seq_1361 or Saprochaete_clavata@Seq_3552 or Aspergillus_nidulans@Seq_1597 or Stagonospora_nodorum@Seq_4042 or Botrytis_cinerea@Seq_15936 or yHMPu5000035691_Candida_salmanticensis@Seq_1481 or Aspergillus_nidulans@Seq_2177 or Fusarium_graminearum@Seq_12694 or Coccidioides_immitis@Seq_9066 or Fusarium_graminearum@Seq_561 or yHMPu5000034933_Kuraishia_molischiana@Seq_269 or Stagonospora_nodorum@Seq_11768 or yHMPu5000034974_Deakozyma_indianensis@Seq_1869 or yHMPu5000034748_Lipomyces_oligophaga@Seq_303 or Botrytis_cinerea@Seq_8393 or Botrytis_cinerea@Seq_11259 or Aspergillus_nidulans@Seq_5846 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2488 or yHMPu5000034758_Lipomyces_japonicus@Seq_4860 or Saitoella_complicata@Seq_6708 or Stagonospora_nodorum@Seq_9302 or Stagonospora_nodorum@Seq_8371 or Stagonospora_nodorum@Seq_12069 or yHMPu5000035703_Cyberlindnera_americana@Seq_5342 or Botrytis_cinerea@Seq_3797 or yHMPu5000034661_Dipodascus_albidus@Seq_4924 or Botrytis_cinerea@Seq_11024"	0	1000	NA	NA	"kegg.reaction/R01026;kegg.pathway/rn00564;kegg.orthology/K01049;rhea/17564"	"Glycerophospholipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01055"	"uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)"	"Uracil[s] + D-Ribose 5-phosphate[s] <=> H2O[s] + Pseudouridine 5'-phosphate[s]"	"ec-code/4.2.1.70"	"Lachancea_mirantina@Seq_826"	-1000	1000	NA	NA	"kegg.reaction/R01055;kegg.pathway/rn00240;kegg.orthology/K16330;rhea/18340"	"Pyrimidine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01058"	"D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase"	"H2O[s] + NADP+[s] + D-Glyceraldehyde 3-phosphate[s] <=> NADPH[s] + H+[s] + 3-Phospho-D-glycerate[s]"	"ec-code/1.2.1.9;ec-code/1.2.1.90"	"Geotrichum_candidum@Seq_6512"	-1000	1000	NA	NA	"kegg.reaction/R01058;kegg.pathway/rn00010;kegg.pathway/rn00030;kegg.module/M00308;kegg.orthology/K00131;rhea/14672"	"Glycolysis / Gluconeogenesis;Pentose phosphate pathway"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01066"	"2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)"	"2-Deoxy-D-ribose 5-phosphate[s] <=> Acetaldehyde[s] + D-Glyceraldehyde 3-phosphate[s]"	"ec-code/4.1.2.4"	"Aspergillus_nidulans@Seq_7304"	-1000	1000	NA	NA	"kegg.reaction/R01066;kegg.pathway/rn00030;kegg.orthology/K01619;rhea/12824"	"Pentose phosphate pathway"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01098"	"D-Galactose:oxygen 6-oxidoreductase"	"H2O[s] + Oxygen[s] + D-Galactose[s] => Hydrogen peroxide[s] + D-Galactonate[s]"	"ec-code/1.1.3.9"	"Botrytis_cinerea@Seq_6668 or yHMPu5000034749_Lipomyces_mesembrius@Seq_1959 or yHMPu5000034749_Lipomyces_mesembrius@Seq_7489"	0	1000	NA	NA	"kegg.reaction/R01098;kegg.pathway/rn00052;kegg.orthology/K04618"	"Galactose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01101"	"melibiose galactohydrolase"	"H2O[s] + Melibiose[s] => D-Glucose[s] + D-Galactose[s]"	"ec-code/3.2.1.22"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	0	1000	NA	NA	"kegg.reaction/R01101;kegg.pathway/rn00052;kegg.orthology/K07407;rhea/28666"	"Galactose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R01103"	"Raffinose galactohydrolase"	"H2O[s] + Raffinose[s] => Sucrose[s] + D-Galactose[s]"	"ec-code/3.2.1.22"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	0	1000	NA	NA	"kegg.reaction/R01103;kegg.pathway/rn00052;kegg.orthology/K07407"	"Galactose metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
