"EC"	"query"
"3.6.3.7"	"yHMPu5000035686_Cyberlindnera_saturnus@Seq_4558"
"3.2.1.65"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972"
"3.4.13.19"	"yHMPu5000035670_Phaffomyces_opuntiae@Seq_3338"
"1.13.11.27"	"Coccidioides_immitis@Seq_1519"
"1.1.3.9"	"Botrytis_cinerea@Seq_6668"
"1.6.99.1"	"yHMPu5000034761_Lipomyces_lipofer@Seq_2387"
"1.1.1.289"	"yHMPu5000034885_Ogataea_zsoltii@Seq_3009"
"1.14.13.1"	"Spathaspora_hagerdaliae@Seq_6215"
"3.2.1.73"	"Saccharomycopsis_malanga@Seq_4236"
"3.5.3.11"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6012"
"5.3.2.6"	"yHMPu5000034902_Ogataea_minuta@Seq_593"
"3.5.3.15"	"Fusarium_graminearum@Seq_726"
"4.1.2.54"	"Aspergillus_nidulans@Seq_8297"
"2.4.1.80"	"yHMPu5000026142_Citeromyces_matritensis@Seq_875"
"4.2.1.17"	"Aspergillus_nidulans@Seq_8344"
"1.14.11.17"	"yHMPu5000035641_Yamadazyma_scolyti@Seq_2386"
"3.6.3.10"	"Lipomyces_starkeyi@Seq_1623"
"3.6.3.9"	"Lipomyces_starkeyi@Seq_1623"
"1.1.1.358"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3605"
"5.3.3.5"	"Botrytis_cinerea@Seq_6599"
"1.14.19.18"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_6656"
"3.4.11.1"	"Schizosaccharomyces_pombe@Seq_3493"
"3.4.11.5"	"Schizosaccharomyces_pombe@Seq_3493"
"3.4.19.3"	"Stagonospora_nodorum@Seq_7431"
"3.4.23.24"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3005"
"1.13.11.5"	"Stagonospora_nodorum@Seq_2194"
"3.1.1.65"	"yHMPu5000034918_Nakazawaea_holstii@Seq_2059"
"3.4.23.24"	"yHMPu5000035031_Candida_kruisii@Seq_681"
"2.1.1.317"	"Fusarium_graminearum@Seq_146"
"6.4.1.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6066"
"3.2.1.4"	"Spathaspora_girioi@Seq_5742"
"2.4.1.321"	"Stagonospora_nodorum@Seq_3431"
"1.2.1.18"	"Ascoidea_asiatica@Seq_6517"
"1.2.1.27"	"Ascoidea_asiatica@Seq_6517"
"1.1.1.24"	"yHMPu5000034998_Cephaloascus_albidus@Seq_7191"
"2.7.7.58"	"Candida_versatilis@Seq_2347"
"6.3.2.14"	"Candida_versatilis@Seq_2347"
"1.1.1.289"	"yHMPu5000035011_Candida_pyralidae@Seq_3854"
"4.2.1.130"	"Metschnikowia_matae_maris@Seq_6332"
"4.2.1.130"	"Metschnikowia_continentalis@Seq_587"
"3.6.3.6"	"yHMPu5000035261_Candida_ponderosae@Seq_4112"
"1.3.99.12"	"Geotrichum_candidum@Seq_6125"
"4.2.2.10"	"Fusarium_graminearum@Seq_4543"
"1.2.3.15"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_6416"
"2.5.1.26"	"Ambrosiozyma_monospora@Seq_1584"
"3.2.1.78"	"Stagonospora_nodorum@Seq_10825"
"3.1.1.11"	"Arthrobotrys_oligospora@Seq_637"
"3.2.1.78"	"Stagonospora_nodorum@Seq_7242"
"2.3.3.13"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1682"
"2.7.6.5"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1586"
"3.1.7.2"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1586"
"3.2.1.1"	"Arthrobotrys_oligospora@Seq_3063"
"1.1.1.372"	"yHMPu5000034974_Deakozyma_indianensis@Seq_2743"
"3.1.1.72"	"Sclerotinia_sclerotiorum@Seq_229"
"1.1.1.399"	"Metschnikowia_borealis@Seq_268"
"1.1.1.95"	"Metschnikowia_borealis@Seq_268"
"4.2.1.69"	"Sugiyamaella_lignohabitans@Seq_2221"
"3.4.23.24"	"Ascoidea_asiatica@Seq_7139"
"1.14.13.63"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_1902"
"1.1.1.28"	"Coccidioides_immitis@Seq_5471"
"3.5.2.2"	"Xylona_heveae@Seq_4362"
"1.5.3.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2304"
"1.5.3.7"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2304"
"3.4.24.39"	"Fusarium_graminearum@Seq_11875"
"3.6.3.6"	"yHMPu5000035040_Ambrosiozyma_maleeae@Seq_3874"
"1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_359"
"2.1.1.104"	"Arxula_adeninivorans@Seq_5436"
"3.1.1.74"	"Botrytis_cinerea@Seq_1614"
"3.4.23.24"	"yHMPu5000035681_Candida_gotoi@Seq_4115"
"1.1.1.184"	"Saitoella_complicata@Seq_378"
"1.1.1.189"	"Saitoella_complicata@Seq_378"
"1.1.1.197"	"Saitoella_complicata@Seq_378"
"3.6.3.6"	"Metschnikowia_lockheadii@Seq_781"
"4.2.1.126"	"Coccidioides_immitis@Seq_3078"
"1.14.19.17"	"Metschnikowia_hamakuensis@Seq_3149"
"1.1.1.31"	"Spathaspora_hagerdaliae@Seq_1216"
"2.7.7.48"	"Aspergillus_nidulans@Seq_1607"
"3.4.19.16"	"Neurospora_crassa@Seq_9738"
"1.13.11.4"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_2164"
"2.4.2.29"	"Candida_infanticola@Seq_3956"
"1.4.3.1"	"yHMPu5000034611_Saturnispora_mendoncae@Seq_3603"
"1.4.3.3"	"yHMPu5000034611_Saturnispora_mendoncae@Seq_3603"
"2.3.1.47"	"Stagonospora_nodorum@Seq_2024"
"2.7.1.49"	"yHAB155_Kazachstania_spencerorum@Seq_1417"
"2.7.4.7"	"yHAB155_Kazachstania_spencerorum@Seq_1417"
"3.5.99.2"	"yHAB155_Kazachstania_spencerorum@Seq_1417"
"3.4.23.24"	"Metschnikowia_dekortum@Seq_5065"
"2.3.1.20"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4066"
"2.3.1.75"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4066"
"2.3.1.76"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4066"
"4.2.1.18"	"Geotrichum_candidum@Seq_5627"
"1.8.3.5"	"Botrytis_cinerea@Seq_16266"
"1.8.3.6"	"Botrytis_cinerea@Seq_16266"
"1.1.1.358"	"yHMPu5000034901_Ogataea_methylivora@Seq_1314"
"3.2.1.23"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949"
"3.4.21.26"	"Candida_apicola@Seq_806"
"4.2.2.2"	"Alloascoidea_hylecoeti@Seq_486"
"2.7.11.26"	"Clavispora_lusitaniae@Seq_1648"
"3.4.23.24"	"yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_1382"
"1.4.3.1"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2100"
"1.4.3.3"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_2100"
"3.6.3.10"	"yHMPu5000034758_Lipomyces_japonicus@Seq_1858"
"3.6.3.9"	"yHMPu5000034758_Lipomyces_japonicus@Seq_1858"
"3.2.1.8"	"Fusarium_graminearum@Seq_11777"
"1.5.3.1"	"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_3809"
"1.5.3.7"	"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_3809"
"3.2.1.73"	"Nakaseomyces_bacillisporus@Seq_1974"
"3.2.1.22"	"Lachancea_nothofagi@Seq_1152"
"1.1.1.18"	"Metschnikowia_continentalis@Seq_3133"
"1.1.1.369"	"Metschnikowia_continentalis@Seq_3133"
"3.6.1.55"	"Sclerotinia_sclerotiorum@Seq_13096"
"3.2.1.171"	"Sclerotinia_sclerotiorum@Seq_9798"
"3.4.24.39"	"Coccidioides_immitis@Seq_4917"
"4.6.1.13"	"Ascoidea_asiatica@Seq_5280"
"1.3.1.72"	"Saitoella_complicata@Seq_1511"
"3.5.3.11"	"yHMPu5000026137_Ambrosiozyma_ambrosiae@Seq_218"
"3.2.1.23"	"Botrytis_cinerea@Seq_200"
"3.2.1.17"	"Aspergillus_nidulans@Seq_8376"
"2.8.1.9"	"Neurospora_crassa@Seq_7435"
"1.6.99.1"	"yHAB159_Kazachstania_solicola@Seq_271"
"2.3.1.128"	"Wickerhamiella_domercqiae@Seq_3431"
"1.5.3.1"	"yHMPu5000034952_Citeromyces_siamensis@Seq_782"
"1.5.3.18"	"yHMPu5000034952_Citeromyces_siamensis@Seq_782"
"1.5.3.7"	"yHMPu5000034952_Citeromyces_siamensis@Seq_782"
"2.8.3.5"	"Botrytis_cinerea@Seq_7635"
"3.2.1.52"	"yHMPu5000034952_Citeromyces_siamensis@Seq_12232"
"2.1.1.6"	"Metschnikowia_continentalis@Seq_662"
"1.1.99.1"	"Stagonospora_nodorum@Seq_483"
"2.1.1.37"	"Botrytis_cinerea@Seq_11442"
"3.4.23.24"	"yHMPu5000035640_Yamadazyma_philogaea@Seq_4070"
"3.2.1.10"	"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_1769"
"1.14.13.7"	"yHMPu5000034998_Cephaloascus_albidus@Seq_577"
"1.17.1.4"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_8742"
"1.17.3.2"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_8742"
"1.14.13.78"	"Botrytis_cinerea@Seq_14243"
"1.14.18.1"	"Fusarium_graminearum@Seq_10944"
"2.1.1.317"	"Metschnikowia_mauinuiana@Seq_689"
"1.14.13.1"	"Sclerotinia_sclerotiorum@Seq_2695"
"2.3.3.13"	"yHMPu5000035703_Cyberlindnera_americana@Seq_448"
"2.3.3.13"	"Metschnikowia_hamakuensis@Seq_5396"
"1.1.1.67"	"yHMPu5000035651_Torulaspora_microellipsoides@Seq_4629"
"1.14.14.29"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_6901"
"1.4.3.21"	"Fusarium_graminearum@Seq_9299"
"1.1.1.18"	"Spathaspora_gorwiae@Seq_1061"
"1.1.1.369"	"Spathaspora_gorwiae@Seq_1061"
"2.1.1.37"	"yHMPu5000034604_Sporopachydermia_lactativora@Seq_2120"
"4.2.2.2"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_816"
"4.1.99.22"	"Kuraishia_capsulata@Seq_3160"
"4.6.1.17"	"Kuraishia_capsulata@Seq_3160"
"3.2.1.181"	"Candida_versatilis@Seq_2208"
"3.4.23.18"	"Arthrobotrys_oligospora@Seq_401"
"2.1.1.37"	"Botrytis_cinerea@Seq_4402"
"2.8.3.13"	"Coccidioides_immitis@Seq_3371"
"1.13.11.27"	"Metschnikowia_ipomoeae@Seq_1401"
"4.2.1.17"	"yHMPu5000034999_Cephaloascus_fragrans@Seq_3823"
"1.4.3.21"	"Spathaspora_hagerdaliae@Seq_3017"
"1.14.19.18"	"Sclerotinia_sclerotiorum@Seq_10185"
"4.2.1.17"	"Babjeviella_inositovora@Seq_4263"
"2.7.1.83"	"yHMPu5000034597_Candida_stellimalicola@Seq_2145"
"4.2.1.70"	"yHMPu5000034597_Candida_stellimalicola@Seq_2145"
"3.4.23.24"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_3549"
"3.6.3.6"	"yHMPu5000034754_Lipomyces_arxii@Seq_4920"
"3.6.3.6"	"Alloascoidea_hylecoeti@Seq_4202"
"1.1.1.31"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_575"
"1.7.1.1"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842"
"1.7.1.2"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842"
"1.7.1.3"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2842"
"1.5.3.1"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1649"
"1.5.3.18"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1649"
"1.5.3.7"	"yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1649"
"3.2.1.23"	"Lipomyces_starkeyi@Seq_5389"
"3.5.99.7"	"Ascoidea_asiatica@Seq_5531"
"1.3.1.33"	"yHMPu5000034604_Sporopachydermia_lactativora@Seq_2727"
"4.1.2.52"	"Stagonospora_nodorum@Seq_2508"
"4.1.2.4"	"Aspergillus_nidulans@Seq_7304"
"1.6.3.1"	"Fusarium_graminearum@Seq_13001"
"1.14.99.54"	"Arthrobotrys_oligospora@Seq_777"
"3.2.1.10"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_1020"
"3.2.1.20"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_1020"
"3.2.1.93"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_1020"
"2.3.3.14"	"yHMPu5000034952_Citeromyces_siamensis@Seq_3768"
"1.4.3.3"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_3153"
"3.1.1.17"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5052"
"3.1.1.72"	"Stagonospora_nodorum@Seq_5267"
"3.6.3.7"	"yHMPu5000035046_Barnettozyma_populi@Seq_978"
"2.4.2.29"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_6049"
"3.1.4.3"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5100"
"1.7.1.4"	"yHMPu5000034952_Citeromyces_siamensis@Seq_12781"
"4.1.3.30"	"Aspergillus_nidulans@Seq_6185"
"6.3.5.4"	"Aspergillus_nidulans@Seq_5635"
"4.3.1.24"	"Botrytis_cinerea@Seq_8731"
"2.7.8.7"	"yHMPu5000034757_Lipomyces_doorenjongii@Seq_4488"
"2.7.11.26"	"Sporopachydermia_quercuum@Seq_317"
"3.2.1.78"	"Saitoella_complicata@Seq_966"
"1.13.99.1"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2827"
"4.1.2.50"	"Saitoella_complicata@Seq_1276"
"4.2.3.12"	"Saitoella_complicata@Seq_1276"
"4.2.1.90"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_3216"
"2.4.1.144"	"Botrytis_cinerea@Seq_1204"
"2.7.8.7"	"Sclerotinia_sclerotiorum@Seq_3766"
"1.1.1.250"	"yHMPu5000035048_Barnettozyma_salicaria@Seq_5331"
"3.4.23.24"	"yHMPu5000035302_Candida_fragi@Seq_5027"
"2.3.3.13"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1896"
"4.2.1.130"	"Metschnikowia_lockheadii@Seq_850"
"3.1.1.72"	"Stagonospora_nodorum@Seq_7601"
"3.6.3.2"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5785"
"2.8.3.5"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_1804"
"1.14.19.18"	"Botrytis_cinerea@Seq_5291"
"3.4.23.24"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_960"
"1.14.13.1"	"Stagonospora_nodorum@Seq_9595"
"2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"
"3.4.23.24"	"Candida_versatilis@Seq_970"
"1.5.3.1"	"Alloascoidea_hylecoeti@Seq_1345"
"1.5.3.7"	"Alloascoidea_hylecoeti@Seq_1345"
"3.4.14.9"	"Stagonospora_nodorum@Seq_91"
"3.2.1.96"	"yHMPu5000034757_Lipomyces_doorenjongii@Seq_5088"
"2.3.1.45"	"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6893"
"3.1.1.65"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_5582"
"3.2.1.52"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_6352"
"4.1.2.52"	"Fusarium_graminearum@Seq_13177"
"2.7.2.1"	"Fusarium_graminearum@Seq_733"
"5.1.1.13"	"Lachancea_fermentati@Seq_754"
"3.2.1.73"	"yHMPu5000034673_Blastobotrys_nivea@Seq_8074"
"3.4.13.19"	"yHMPu5000035261_Candida_ponderosae@Seq_7307"
"3.2.1.10"	"yHMPu5000034952_Citeromyces_siamensis@Seq_674"
"3.2.1.20"	"yHMPu5000034952_Citeromyces_siamensis@Seq_674"
"1.14.14.29"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_612"
"1.1.1.18"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5553"
"1.1.1.369"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5553"
"3.6.3.6"	"Metschnikowia_dekortum@Seq_1038"
"3.6.3.6"	"Alloascoidea_hylecoeti@Seq_8108"
"1.1.1.289"	"yHMPu5000034754_Lipomyces_arxii@Seq_7958"
"2.7.11.2"	"yHMPu5000034604_Sporopachydermia_lactativora@Seq_1880"
"3.6.1.55"	"Metschnikowia_santaceciliae@Seq_1242"
"3.6.1.56"	"Metschnikowia_santaceciliae@Seq_1242"
"1.1.1.18"	"yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2862"
"1.1.1.369"	"yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2862"
"3.6.3.7"	"yHAB159_Kazachstania_solicola@Seq_2024"
"4.2.1.7"	"Candida_versatilis@Seq_1492"
"1.5.3.1"	"yHMPu5000035296_Priceomyces_carsonii@Seq_1208"
"1.5.3.7"	"yHMPu5000035296_Priceomyces_carsonii@Seq_1208"
"1.14.13.1"	"Stagonospora_nodorum@Seq_1743"
"1.7.1.1"	"Arxula_adeninivorans@Seq_2722"
"1.7.1.2"	"Arxula_adeninivorans@Seq_2722"
"1.7.1.3"	"Arxula_adeninivorans@Seq_2722"
"3.4.23.24"	"Metschnikowia_continentalis@Seq_4727"
"1.1.1.29"	"Aspergillus_nidulans@Seq_2093"
"4.2.1.17"	"Stagonospora_nodorum@Seq_6426"
"2.10.1.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_5199"
"2.7.7.75"	"yHMPu5000034673_Blastobotrys_nivea@Seq_5199"
"3.4.23.24"	"Ascoidea_asiatica@Seq_5229"
"1.14.18.1"	"yHMPu5000034754_Lipomyces_arxii@Seq_3172"
"5.1.3.32"	"yHMPu5000034974_Deakozyma_indianensis@Seq_2432"
"1.14.13.1"	"Botrytis_cinerea@Seq_2588"
"1.5.3.1"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_253"
"1.5.3.7"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_253"
"3.5.1.124"	"Pichia_membranifaciens@Seq_1402"
"4.2.1.130"	"Pichia_membranifaciens@Seq_1402"
"4.6.1.13"	"Fusarium_graminearum@Seq_3686"
"3.4.23.24"	"yHMPu5000035011_Candida_pyralidae@Seq_2380"
"3.5.1.124"	"Schizosaccharomyces_pombe@Seq_4972"
"2.1.1.10"	"Botrytis_cinerea@Seq_2037"
"3.5.3.11"	"Schizosaccharomyces_pombe@Seq_2391"
"1.1.1.358"	"yHMPu5000035286_Candida_azyma@Seq_3921"
"3.2.1.39"	"Lipomyces_starkeyi@Seq_8664"
"1.3.1.21"	"Saitoella_complicata@Seq_1231"
"3.2.1.8"	"Stagonospora_nodorum@Seq_11252"
"1.6.99.1"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_5571"
"3.3.2.9"	"Aspergillus_nidulans@Seq_4588"
"4.2.1.130"	"Metschnikowia_borealis@Seq_295"
"3.6.4.3"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_180"
"3.5.3.11"	"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2256"
"3.1.1.20"	"Botrytis_cinerea@Seq_5083"
"3.2.1.132"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6448"
"4.2.1.146"	"yHMPu5000034952_Citeromyces_siamensis@Seq_5260"
"4.2.1.68"	"yHMPu5000034952_Citeromyces_siamensis@Seq_5260"
"3.5.3.26"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_5286"
"2.5.1.43"	"Sclerotinia_sclerotiorum@Seq_1317"
"2.7.8.7"	"Saitoella_complicata@Seq_647"
"3.1.1.65"	"Nakazawaea_peltata@Seq_3739"
"3.1.1.20"	"Debaryomyces_hansenii@Seq_3669"
"4.2.2.10"	"Botrytis_cinerea@Seq_15544"
"2.3.2.25"	"yHMPu5000035261_Candida_ponderosae@Seq_2858"
"1.14.13.12"	"Stagonospora_nodorum@Seq_11426"
"3.4.23.5"	"yHMPu5000035335_Candida_blattae@Seq_4126"
"3.2.1.39"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_1341"
"1.14.11.8"	"Botrytis_cinerea@Seq_5046"
"2.1.1.317"	"Alloascoidea_hylecoeti@Seq_3751"
"3.3.2.9"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_6056"
"4.2.2.23"	"yHMPu5000035670_Phaffomyces_opuntiae@Seq_3621"
"1.6.99.1"	"Geotrichum_candidum@Seq_1339"
"2.1.4.1"	"Neurospora_crassa@Seq_7453"
"2.8.1.12"	"yHMPu5000026142_Citeromyces_matritensis@Seq_3858"
"3.4.23.24"	"Metschnikowia_hawaiiensis@Seq_2629"
"3.2.1.1"	"Schizosaccharomyces_pombe@Seq_4314"
"3.6.3.10"	"Lipomyces_starkeyi@Seq_6638"
"3.6.3.9"	"Lipomyces_starkeyi@Seq_6638"
"2.3.3.14"	"yHMPu5000034665_Kodamaea_laetipori@Seq_3839"
"1.14.13.8"	"Fusarium_graminearum@Seq_1372"
"3.2.1.23"	"Aspergillus_nidulans@Seq_9781"
"1.7.3.3"	"yHMPu5000034952_Citeromyces_siamensis@Seq_10997"
"3.1.3.68"	"yHAB132_Kazachstania_martiniae@Seq_357"
"3.2.1.172"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_385"
"3.2.1.1"	"Aspergillus_nidulans@Seq_4561"
"3.2.1.8"	"Stagonospora_nodorum@Seq_8831"
"3.1.1.11"	"Sclerotinia_sclerotiorum@Seq_10356"
"1.7.1.1"	"Neurospora_crassa@Seq_8391"
"1.7.1.2"	"Neurospora_crassa@Seq_8391"
"1.7.1.3"	"Neurospora_crassa@Seq_8391"
"1.8.3.1"	"Neurospora_crassa@Seq_8391"
"4.2.1.130"	"Metschnikowia_mauinuiana@Seq_1741"
"2.2.1.3"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_6157"
"1.1.99.1"	"Neurospora_crassa@Seq_5370"
"1.1.1.289"	"Metschnikowia_lockheadii@Seq_100"
"1.14.99.54"	"Stagonospora_nodorum@Seq_1421"
"5.3.3.5"	"Sclerotinia_sclerotiorum@Seq_10545"
"2.1.1.37"	"Neurospora_crassa@Seq_7709"
"1.6.99.1"	"yHMPu5000034635_Nadsonia_fulvescens@Seq_6569"
"2.5.1.30"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_3517"
"1.14.18.1"	"Aspergillus_nidulans@Seq_766"
"1.1.99.1"	"Botrytis_cinerea@Seq_12408"
"3.4.23.5"	"yHMPu5000035650_Trigonopsis_variabilis@Seq_2299"
"4.2.2.2"	"Aspergillus_nidulans@Seq_8049"
"1.1.1.24"	"Fusarium_graminearum@Seq_4372"
"1.13.11.27"	"Lipomyces_starkeyi@Seq_5729"
"3.5.2.2"	"yHMPu5000035699_Cyberlindnera_maclurae@Seq_1409"
"1.14.13.7"	"Aspergillus_nidulans@Seq_5171"
"3.1.1.17"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_490"
"3.2.1.39"	"Stagonospora_nodorum@Seq_3323"
"3.3.2.1"	"Candida_versatilis@Seq_4893"
"6.3.2.14"	"Candida_versatilis@Seq_4893"
"1.14.13.1"	"Komagataella_pastoris@Seq_2122"
"4.3.1.15"	"Candida_versatilis@Seq_2862"
"1.1.1.289"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_2561"
"1.14.99.54"	"Arthrobotrys_oligospora@Seq_10148"
"1.1.1.133"	"Aspergillus_nidulans@Seq_8999"
"2.1.1.317"	"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_4486"
"2.3.3.14"	"Candida_orthopsilosis@Seq_2799"
"3.2.1.52"	"yHMPu5000035033_Candida_cretensis@Seq_2014"
"2.6.1.37"	"Wickerhamia_fluorescens@Seq_301"
"3.1.3.18"	"Wickerhamia_fluorescens@Seq_301"
"3.11.1.1"	"Wickerhamia_fluorescens@Seq_301"
"1.3.1.33"	"yHAB133_Kazachstania_unispora@Seq_3956"
"1.4.3.3"	"yHMPu5000026142_Citeromyces_matritensis@Seq_7629"
"2.1.1.193"	"Saitoella_complicata@Seq_3535"
"2.7.1.49"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1437"
"2.7.4.7"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1437"
"3.5.99.2"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1437"
"3.6.3.6"	"Metschnikowia_borealis@Seq_4958"
"3.4.13.19"	"yHMPu5000035689_Candida_mycetangii@Seq_2128"
"1.1.1.184"	"Stagonospora_nodorum@Seq_4262"
"1.1.1.189"	"Stagonospora_nodorum@Seq_4262"
"1.1.1.197"	"Stagonospora_nodorum@Seq_4262"
"1.14.13.1"	"yHMPu5000035335_Candida_blattae@Seq_1577"
"6.3.5.4"	"Pachysolen_tannophilus@Seq_2673"
"1.4.3.21"	"Stagonospora_nodorum@Seq_7372"
"4.2.1.77"	"Ogataea_methanolica@Seq_3252"
"6.3.4.2"	"yHMPu5000026142_Citeromyces_matritensis@Seq_2037"
"1.11.2.1"	"Xylona_heveae@Seq_4191"
"3.1.1.11"	"Botrytis_cinerea@Seq_11399"
"1.1.1.205"	"Saccharomyces_kudriavzevii@Seq_2203"
"3.2.1.4"	"Neurospora_crassa@Seq_7396"
"3.2.1.91"	"Neurospora_crassa@Seq_7396"
